exp,tf,rank,frac,fam_rank,size,max_jac,top_nb,miss,fam_miss
DataSet_01_300,SOX17,45.0,0.0587467362924282,1.0,46,0.1282051282051282,SRY,False,False
DataSet_01_304,ETV5,746.0,0.9738903394255874,5.0,23,0.0975609756097561,RORC,True,True
DataSet_01_305,HOXA5,330.0,0.4308093994778068,3.0,16,0.10526315789473684,HOXA4,True,True
DataSet_01_306,NR2E1,180.0,0.2349869451697128,2.0,17,0.09090909090909091,E2F7,True,True
DataSet_01_308,SOX9,106.0,0.13838120104438642,2.0,106,0.10119047619047619,TWIST1,True,True
DataSet_01_309,SOX9,106.0,0.13838120104438642,2.0,106,0.10119047619047619,TWIST1,True,True
DataSet_01_312,TFAP2C,25.0,0.03263707571801567,1.0,35,0.08695652173913043,RARG,False,False
DataSet_01_318,ELK3,340.0,0.44386422976501305,4.0,28,0.1,KLF17,True,True
DataSet_01_324,MYC,1.0,0.0013054830287206266,1.0,887,0.15890751086281812,TP53,False,False
DataSet_01_327,TP63,12.0,0.015665796344647518,1.0,206,0.21611721611721613,TP73,False,False
DataSet_01_330,TP63,12.0,0.015665796344647518,1.0,206,0.21611721611721613,TP73,False,False
DataSet_01_332,TOX,11.0,0.014360313315926894,1.0,5,0.07692307692307693,CREB3L3,False,False
DataSet_01_333,HOXC6,256.0,0.3342036553524804,4.0,12,0.13333333333333333,HOXD10,True,True
DataSet_01_336,GRHL3,154.0,0.2010443864229765,1.0,30,0.19672131147540983,DLX4,True,False
DataSet_01_337,REST,1.0,0.0013054830287206266,1.0,75,0.0625,NR4A2,False,False
DataSet_01_338,REST,1.0,0.0013054830287206266,1.0,75,0.0625,NR4A2,False,False
DataSet_01_339,KLF4,623.0,0.8133159268929504,5.0,129,0.11971830985915492,SMAD3,True,True
DataSet_01_340,KLF7,349.0,0.4556135770234987,2.0,11,0.18181818181818182,ING4,True,True
DataSet_01_342,KLF7,43.0,0.05613577023498695,2.0,11,0.18181818181818182,ING4,False,True
