exp,tf,in_filtered_279,profile_id,biosample,knock_method,platform,own_logfc,own_gene_measured,regulon_size,has_self_edge,self_edge_weight,frac_regulon_default,n_studymates,max_jaccard,base_rate10,base_rate5,self_edge_sign_decision,ulm_unmasked_frac,ulm_unmasked_hit10,ulm_unmasked_hit5,ulm_masked_frac,ulm_masked_hit10,ulm_masked_hit5,ulm_masked_symmetric_frac,ulm_masked_symmetric_hit10,ulm_masked_symmetric_hit5,ulm_noselfedge_frac,ulm_noselfedge_hit10,ulm_noselfedge_hit5,ulm_noother_frac,ulm_noother_hit10,ulm_noother_hit5,propagated_unmasked_frac,propagated_unmasked_hit10,propagated_unmasked_hit5,propagated_masked_frac,propagated_masked_hit10,propagated_masked_hit5
DataSet_03_087,FOXF2,True,GSE55675,MDA-MB-231,siRNA,GPL18387,-1.079575,True,12,False,,0.25,0,0.10526316,0.112707182320442,0.045303867403314914,,0.9242819843342036,False,False,0.9242819843342036,False,False,0.9425587467362925,False,False,0.9242819843342036,False,False,0.9242819843342036,False,False,0.8642297650130548,False,False,0.8642297650130548,False,False
DataSet_01_077,FOXM1,True,GSE31534,A375,siRNA,GPL570,-1.52687,True,97,True,1.0,0.0,11,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.2454308093994778,False,False,0.3877284595300261,False,False,0.2193211488250653,False,False,0.38642297650130547,False,False,0.24151436031331594,False,False,0.12924281984334204,False,False,0.19321148825065274,False,False
DataSet_01_122,FOXM1,False,GSE40051,U87,siRNA,GPL570,-0.17816,True,97,True,1.0,0.0,0,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.9046997389033943,False,False,0.9046997389033943,False,False,0.9099216710182768,False,False,0.9086161879895561,False,False,0.9046997389033943,False,False,0.8328981723237598,False,False,0.8368146214099217,False,False
DataSet_01_223,FOXM1,True,GSE55204,MCF7,siRNA,GPL96,-3.69268,True,97,True,1.0,0.0,0,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.04308093994778068,True,True,0.24673629242819844,False,False,0.42428198433420367,False,False,0.2519582245430809,False,False,0.04308093994778068,True,True,0.0013054830287206266,True,True,0.0926892950391645,True,False
DataSet_02_037,FOXM1,False,ENCSR701TVL,K562,CRISPRi,-,-0.11168,True,97,True,1.0,0.0,0,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.5691906005221932,False,False,0.5744125326370757,False,False,0.45430809399477806,False,False,0.5783289817232375,False,False,0.5691906005221932,False,False,0.17493472584856398,False,False,0.17754569190600522,False,False
DataSet_03_090,FOXM1,True,GSE17543,Vascular smooth muscle cells,siRNA,GPL570,-3.169468,True,97,True,1.0,0.0,0,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.009138381201044387,True,True,0.01174934725848564,True,True,0.016971279373368148,True,True,0.01174934725848564,True,True,0.009138381201044387,True,True,0.0013054830287206266,True,True,0.0039164490861618795,True,True
DataSet_03_091,FOXM1,True,GSE2222,BT-20 cells,siRNA,GPL96,-2.553802,True,97,True,1.0,0.0,1,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.04960835509138381,True,True,0.20365535248041775,False,False,0.42297650130548303,False,False,0.20757180156657964,False,False,0.04569190600522193,True,True,0.0013054830287206266,True,True,0.39947780678851175,False,False
DataSet_03_092,FOXM1,False,GSE66714,SUDHL6 DLBCL,siRNA,GPL10558,-0.1170544,True,97,True,1.0,0.0,1,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.5496083550913838,False,False,0.6109660574412533,False,False,0.9647519582245431,False,False,0.6122715404699739,False,False,0.5496083550913838,False,False,0.6357702349869452,False,False,0.7767624020887729,False,False
DataSet_03_093,FOXM1,True,GSE75243,TE1,siRNA,GPL5175,-1.980335,True,97,True,1.0,0.0,0,0.12605043,0.15350389321468297,0.08565072302558398,regulon,0.020887728459530026,True,True,0.21018276762402088,False,False,0.25326370757180156,False,False,0.21409921671018275,False,False,0.018276762402088774,True,True,0.022193211488250653,True,True,0.34856396866840733,False,False
DataSet_01_106,FOXO1,False,GSE37409,EWS-FLI1,shRNA,GPL570,-0.885,True,265,True,1.0,0.0,0,0.21065989,0.11444444444444445,0.056666666666666664,PMID,0.95822454308094,False,False,0.9660574412532638,False,False,0.9634464751958225,False,False,0.9660574412532638,False,False,0.9569190600522193,False,False,0.293733681462141,False,False,0.5757180156657964,False,False
DataSet_01_270,FOXO1,False,GSE67390,HUVEC,siRNA,GPL10558,-0.96386,True,265,True,1.0,0.0,0,0.21065989,0.11444444444444445,0.056666666666666664,PMID,0.010443864229765013,True,True,0.01174934725848564,True,True,0.010443864229765013,True,True,0.01174934725848564,True,True,0.01174934725848564,True,True,0.42950391644908614,False,False,0.7245430809399478,False,False
DataSet_01_321,FOXO1,False,GSE86066,RS4;11,shRNA,GPL6244,-0.00202,True,265,True,1.0,0.0,0,0.21065989,0.11444444444444445,0.056666666666666664,PMID,0.8289817232375979,False,False,0.8289817232375979,False,False,0.7663185378590078,False,False,0.8289817232375979,False,False,0.8289817232375979,False,False,0.04569190600522193,True,True,0.04569190600522193,True,True
DataSet_01_322,FOXO1,False,GSE86066,018Z,shRNA,GPL6244,0.0721,True,265,True,1.0,0.0,0,0.21065989,0.11444444444444445,0.056666666666666664,PMID,0.8759791122715405,False,False,0.8746736292428199,False,False,0.8472584856396866,False,False,0.8759791122715405,False,False,0.8759791122715405,False,False,0.016971279373368148,True,True,0.016971279373368148,True,True
DataSet_03_094,FOXO1,False,GSE109911,BL41,shRNA,GPL6244,-0.3286175,True,265,True,1.0,0.0,0,0.21065989,0.11444444444444445,0.056666666666666664,PMID,0.38642297650130547,False,False,0.42297650130548303,False,False,0.38511749347258484,False,False,0.42297650130548303,False,False,0.38511749347258484,False,False,0.014360313315926894,True,True,0.015665796344647518,True,True
DataSet_03_095,FOXO1,False,GSE109911,Namalwa,shRNA,GPL6244,-0.1014295,True,265,True,1.0,0.0,0,0.21065989,0.11444444444444445,0.056666666666666664,PMID,0.6370757180156658,False,False,0.6449086161879896,False,False,0.6266318537859008,False,False,0.6449086161879896,False,False,0.6383812010443864,False,False,0.0039164490861618795,True,True,0.005221932114882507,True,True
DataSet_03_096,FOXO1,True,GSE142608,primary human dermal lymphatic endothelial cells,siRNA,GPL16699,-3.68757,True,265,True,1.0,0.0,0,0.21065989,0.11444444444444445,0.056666666666666664,PMID,0.08877284595300261,True,False,0.1227154046997389,False,False,0.21671018276762402,False,False,0.12140992167101827,False,False,0.08877284595300261,True,False,0.0039164490861618795,True,True,0.005221932114882507,True,True
DataSet_01_267,FOXO3,True,GSE66404,PANC1,siRNA,GPL17077,-1.83034,True,191,True,1.0,0.3507853403141361,0,0.21065989,0.16997792494481237,0.09933774834437085,PMID,0.20887728459530025,False,False,0.29765013054830286,False,False,0.25718015665796345,False,False,0.3002610966057441,False,False,0.20496083550913838,False,False,0.6932114882506527,False,False,0.8877284595300261,False,False
DataSet_01_088,FOXP1,True,GSE32968,HUVEC,siRNA,GPL6480,-1.35282,True,33,True,1.0,0.6666666666666666,0,0.12195122,0.08657047724750278,0.04328523862375139,default activation,0.07180156657963446,True,False,0.16840731070496084,False,False,0.13185378590078328,False,False,0.16057441253263707,False,False,0.07180156657963446,True,False,0.36161879895561355,False,False,0.5522193211488251,False,False
DataSet_01_208,FOXP1,False,GSE51382,OCI-Ly10,siRNA,GPL570,-0.88367,True,33,True,1.0,0.6666666666666666,0,0.12195122,0.08657047724750278,0.04328523862375139,default activation,0.5953002610966057,False,False,0.6840731070496083,False,False,0.695822454308094,False,False,0.6840731070496083,False,False,0.5953002610966057,False,False,0.8276762402088773,False,False,0.8838120104438643,False,False
DataSet_01_209,FOXP1,False,GSE51382,OCI-Ly1,siRNA,GPL570,-0.91617,True,33,True,1.0,0.6666666666666666,0,0.12195122,0.08657047724750278,0.04328523862375139,default activation,0.03524804177545692,True,True,0.048302872062663184,True,True,0.07702349869451697,True,False,0.04308093994778068,True,True,0.03524804177545692,True,True,0.26370757180156656,False,False,0.2793733681462141,False,False
DataSet_01_210,FOXP1,False,GSE51382,OCI-Ly7,siRNA,GPL570,-0.51081,True,33,True,1.0,0.6666666666666666,0,0.12195122,0.08657047724750278,0.04328523862375139,default activation,0.5809399477806788,False,False,0.6148825065274152,False,False,0.6579634464751958,False,False,0.6109660574412533,False,False,0.5809399477806788,False,False,0.6462140992167101,False,False,0.6814621409921671,False,False
DataSet_01_234,FOXP1,False,GSE58309,LNCaP,siRNA,GPL6244,-0.72432,True,33,True,1.0,0.6666666666666666,1,0.12195122,0.08657047724750278,0.04328523862375139,default activation,0.34203655352480417,False,False,0.4725848563968668,False,False,0.3198433420365535,False,False,0.47127937336814624,False,False,0.34203655352480417,False,False,0.1866840731070496,False,False,0.22323759791122716,False,False
DataSet_03_099,FOXP1,False,GSE31912,MCF7,siRNA,GPL570,-0.422436,True,33,True,1.0,0.6666666666666666,77,0.12195122,0.08657047724750278,0.04328523862375139,default activation,0.5848563968668408,False,False,0.7467362924281984,False,False,0.6866840731070496,False,False,0.7506527415143603,False,False,0.5848563968668408,False,False,0.793733681462141,False,False,0.8838120104438643,False,False
DataSet_01_113,GABPA,False,GSE38332,A549,siRNA,GPL570,-0.20155,True,38,False,,0.0,0,0.08045977,0.08075221238938053,0.032079646017699116,,0.2245430809399478,False,False,0.2245430809399478,False,False,0.37989556135770236,False,False,0.2245430809399478,False,False,0.2245430809399478,False,False,0.5352480417754569,False,False,0.5430809399477807,False,False
DataSet_01_190,GABPA,False,GSE49083,C4-2B,shRNA,GPL10558,9.87959,True,38,False,,0.0,0,0.08045977,0.08075221238938053,0.032079646017699116,,0.9765013054830287,False,False,0.9765013054830287,False,False,0.9751958224543081,False,False,0.9765013054830287,False,False,0.9765013054830287,False,False,0.7885117493472585,False,False,0.7845953002610966,False,False
DataSet_01_191,GABPA,False,GSE49083,LNCaP,shRNA,GPL10558,9.4972,True,38,False,,0.0,0,0.08045977,0.08075221238938053,0.032079646017699116,,0.9778067885117493,False,False,0.9778067885117493,False,False,0.97911227154047,False,False,0.9778067885117493,False,False,0.9778067885117493,False,False,0.7885117493472585,False,False,0.7845953002610966,False,False
DataSet_02_060,GATA1,False,ENCSR850LOZ,K562,CRISPRi,-,-0.9943,True,141,True,1.0,0.0,0,0.17961165,0.08719646799116998,0.03863134657836645,PMID,0.43994778067885115,False,False,0.4608355091383812,False,False,0.5652741514360313,False,False,0.4608355091383812,False,False,0.43994778067885115,False,False,0.8420365535248042,False,False,0.8785900783289817,False,False
DataSet_01_061,GATA2,False,GSE28304,HMVEC,siRNA,GPL570,-0.52569,True,97,True,1.0,0.0,0,0.17961165,0.06319290465631928,0.02328159645232816,PMID,0.618798955613577,False,False,0.6370757180156658,False,False,0.6566579634464752,False,False,0.6409921671018277,False,False,0.618798955613577,False,False,0.5117493472584856,False,False,0.716710182767624,False,False
DataSet_01_193,GATA2,False,GSE49342,LNCaP,siRNA,GPL14550,0.68119,True,97,True,1.0,0.0,0,0.17961165,0.06319290465631928,0.02328159645232816,PMID,0.2245430809399478,False,False,0.21409921671018275,False,False,0.2950391644908616,False,False,0.20887728459530025,False,False,0.2245430809399478,False,False,0.27284595300261094,False,False,0.1762402088772846,False,False
DataSet_02_028,GATA2,False,ENCSR557BMX,K562,CRISPRi,-,-0.38768,True,97,True,1.0,0.0,0,0.17961165,0.06319290465631928,0.02328159645232816,PMID,0.1174934725848564,False,False,0.12663185378590078,False,False,0.12402088772845953,False,False,0.12924281984334204,False,False,0.1174934725848564,False,False,0.3733681462140992,False,False,0.5639686684073107,False,False
DataSet_03_100,GATA2,True,GSE108407,Decidual stromal cells,siRNA,GPL570,-1.408143,True,97,True,1.0,0.0,0,0.17961165,0.06319290465631928,0.02328159645232816,PMID,0.05483028720626632,True,False,0.08485639686684072,True,False,0.06135770234986945,True,False,0.08485639686684072,True,False,0.05483028720626632,True,False,0.010443864229765013,True,True,0.0731070496083551,True,False
DataSet_03_101,GATA2,False,GSE110726,Lymphatic endothelial cells,siRNA,GPL17585,-0.8610377,True,97,True,1.0,0.0,0,0.17961165,0.06319290465631928,0.02328159645232816,PMID,0.7454308093994778,False,False,0.7845953002610966,False,False,0.741514360313316,False,False,0.7963446475195822,False,False,0.7454308093994778,False,False,0.030026109660574413,True,True,0.39295039164490864,False,False
DataSet_01_120,GATA3,False,GSE39623,MCF7,siRNA,GPL6947,-0.81029,True,182,True,1.0,0.7197802197802198,0,0.08766234,0.07982261640798226,0.024390243902439025,PMID,0.37467362924281983,False,False,0.46475195822454307,False,False,0.6984334203655352,False,False,0.46344647519582244,False,False,0.3720626631853786,False,False,0.050913838120104436,True,False,0.17232375979112272,False,False
DataSet_01_163,GATA3,False,GSE46333,CD4+ T cells,siRNA,GPL14550,0.35299,True,182,True,1.0,0.7197802197802198,6,0.08766234,0.07982261640798226,0.024390243902439025,PMID,0.10443864229765012,False,False,0.10443864229765012,False,False,0.1122715404699739,False,False,0.1031331592689295,False,False,0.10443864229765012,False,False,0.08485639686684072,True,False,0.07571801566579635,True,False
DataSet_01_347,GATA3,True,GSE76581,OEC-M1,siRNA,GPL21185,-1.49625,True,182,True,1.0,0.7197802197802198,1,0.08766234,0.07982261640798226,0.024390243902439025,PMID,0.7571801566579635,False,False,0.8093994778067886,False,False,0.6462140992167101,False,False,0.8133159268929504,False,False,0.7558746736292428,False,False,0.03524804177545692,True,True,0.36553524804177545,False,False
DataSet_03_102,GATA3,False,GSE31912,MCF7,siRNA,GPL570,-0.4223427,True,182,True,1.0,0.7197802197802198,77,0.08766234,0.07982261640798226,0.024390243902439025,PMID,0.46475195822454307,False,False,0.5156657963446475,False,False,0.7193211488250653,False,False,0.5143603133159269,False,False,0.4660574412532637,False,False,0.5195822454308094,False,False,0.8707571801566579,False,False
DataSet_03_103,GATA3,False,GSE95165,MCF7,siRNA,GPL10558,-0.2760869,True,182,True,1.0,0.7197802197802198,1,0.08766234,0.07982261640798226,0.024390243902439025,PMID,0.6736292428198434,False,False,0.6892950391644909,False,False,0.7284595300261096,False,False,0.6866840731070496,False,False,0.6736292428198434,False,False,0.7154046997389034,False,False,0.8433420365535248,False,False
DataSet_03_104,GATA4,False,GSE110788,HUH6,siRNA,GPL10558,-0.4232333,True,137,True,1.0,0.6131386861313869,0,0.17877094,0.12292358803986711,0.044296788482835,default activation,0.03524804177545692,True,True,0.07702349869451697,True,False,0.13577023498694518,False,False,0.07963446475195822,True,False,0.033942558746736295,True,True,0.005221932114882507,True,True,0.08093994778067885,True,False
DataSet_03_105,GATA4,False,GSE51706,AGS,siRNA,GPL570,0.1391811,True,137,True,1.0,0.6131386861313869,6,0.17877094,0.12292358803986711,0.044296788482835,default activation,0.2206266318537859,False,False,0.2154046997389034,False,False,0.11618798955613577,False,False,0.2154046997389034,False,False,0.2206266318537859,False,False,0.9360313315926893,False,False,0.9268929503916449,False,False
DataSet_03_106,GATA4,False,GSE51706,KatoIII,siRNA,GPL570,-0.09400658,True,137,True,1.0,0.6131386861313869,6,0.17877094,0.12292358803986711,0.044296788482835,default activation,0.016971279373368148,True,True,0.0195822454308094,True,True,0.028720626631853787,True,True,0.016971279373368148,True,True,0.016971279373368148,True,True,0.057441253263707574,True,False,0.0783289817232376,True,False
DataSet_03_107,GATA4,False,GSE51706,YCC3,siRNA,GPL570,-0.5560015,True,137,True,1.0,0.6131386861313869,6,0.17877094,0.12292358803986711,0.044296788482835,default activation,0.2989556135770235,False,False,0.32506527415143605,False,False,0.2793733681462141,False,False,0.3289817232375979,False,False,0.2963446475195822,False,False,0.2349869451697128,False,False,0.7245430809399478,False,False
DataSet_01_247,GATA6,True,GSE62316,HT29,siRNA,GPL16686,-1.15245,True,84,True,1.0,0.6904761904761905,0,0.12690355,0.13178294573643412,0.07641196013289037,default activation,0.06135770234986945,True,False,0.10443864229765012,False,False,0.06788511749347259,True,False,0.10704960835509138,False,False,0.06005221932114883,True,False,0.0195822454308094,True,True,0.15796344647519583,False,False
DataSet_03_108,GATA6,True,GSE51706,AGS,siRNA,GPL570,-1.123892,True,84,True,1.0,0.6904761904761905,6,0.12690355,0.13178294573643412,0.07641196013289037,default activation,0.2689295039164491,False,False,0.3289817232375979,False,False,0.16449086161879894,False,False,0.3342036553524804,False,False,0.26762402088772846,False,False,0.3198433420365535,False,False,0.643603133159269,False,False
DataSet_03_109,GATA6,False,GSE51706,KatoIII,siRNA,GPL570,-0.8342581,True,84,True,1.0,0.6904761904761905,6,0.12690355,0.13178294573643412,0.07641196013289037,default activation,0.7702349869451697,False,False,0.8198433420365535,False,False,0.664490861618799,False,False,0.8198433420365535,False,False,0.7702349869451697,False,False,0.18276762402088773,False,False,0.5404699738903395,False,False
DataSet_03_110,GATA6,True,GSE51706,YCC3,siRNA,GPL570,-1.090599,True,84,True,1.0,0.6904761904761905,6,0.12690355,0.13178294573643412,0.07641196013289037,default activation,0.006527415143603133,True,True,0.013054830287206266,True,True,0.03524804177545692,True,True,0.013054830287206266,True,True,0.006527415143603133,True,True,0.0026109660574412533,True,True,0.010443864229765013,True,True
DataSet_01_143,GLI2,False,GSE42903,U2OS,siRNA,GPL6244,-0.36754,True,145,False,,0.07586206896551724,0,0.11904762,0.22958057395143489,0.152317880794702,,0.5326370757180157,False,False,0.5313315926892951,False,False,0.5104438642297651,False,False,0.5326370757180157,False,False,0.5313315926892951,False,False,0.8067885117493473,False,False,0.8903394255874674,False,False
DataSet_01_289,GRHL2,False,GSE71017,OVCA429,shRNA,GPL16686,-0.27854,True,10,True,1.0,0.8,0,0.14285715,0.10619469026548672,0.051991150442477874,default activation,0.009138381201044387,True,True,0.0195822454308094,True,True,0.10052219321148825,False,False,0.016971279373368148,True,True,0.009138381201044387,True,True,0.005221932114882507,True,True,0.006527415143603133,True,True
DataSet_01_363,GRHL2,False,GSE90132,A2780s,CRISPRko,GPL4133,0.07649,True,10,True,1.0,0.8,0,0.14285715,0.10619469026548672,0.051991150442477874,default activation,0.4556135770234987,False,False,0.4073107049608355,False,False,0.31462140992167104,False,False,0.4073107049608355,False,False,0.4556135770234987,False,False,0.1618798955613577,False,False,0.13446475195822455,False,False
DataSet_01_364,GRHL2,False,GSE90132,SKOV3,shRNA,GPL4133,-0.03762,True,10,True,1.0,0.8,0,0.14285715,0.10619469026548672,0.051991150442477874,default activation,0.08877284595300261,True,False,0.10052219321148825,False,False,0.13446475195822455,False,False,0.09007832898172324,True,False,0.08877284595300261,True,False,0.13315926892950392,False,False,0.15404699738903394,False,False
DataSet_01_336,GRHL3,True,GSE94465,NHEK,siRNA,GPL6244,-3.45616,True,28,False,,1.0,0,0.19672132,0.06961325966850829,0.036464088397790057,,0.2010443864229765,False,False,0.2010443864229765,False,False,0.2010443864229765,False,False,0.2010443864229765,False,False,0.2010443864229765,False,False,0.028720626631853787,True,True,0.10966057441253264,False,False
DataSet_03_113,GRHL3,True,GSE37049,Primary neonatal keratinocytes,siRNA,GPL6244,-1.841626,True,28,False,,1.0,0,0.19672132,0.06961325966850829,0.036464088397790057,,0.195822454308094,False,False,0.19451697127937337,False,False,0.2597911227154047,False,False,0.195822454308094,False,False,0.19451697127937337,False,False,0.14490861618798956,False,False,0.2741514360313316,False,False
DataSet_03_114,HDAC3,True,GSE31912,MCF7,siRNA,GPL570,-1.015974,True,27,False,,0.5185185185185185,77,0.10526316,0.11147902869757174,0.04856512141280353,,0.7741514360313316,False,False,0.7741514360313316,False,False,0.8550913838120104,False,False,0.7741514360313316,False,False,0.7741514360313316,False,False,0.7049608355091384,False,False,0.7676240208877284,False,False
DataSet_03_115,HDAC5,False,GSE31912,MCF7,siRNA,GPL570,-0.1492163,True,9,False,,0.0,77,0.10526316,0.12251655629139073,0.056291390728476824,,0.304177545691906,False,False,0.304177545691906,False,False,0.4556135770234987,False,False,0.304177545691906,False,False,0.304177545691906,False,False,0.4464751958224543,False,False,0.4464751958224543,False,False
DataSet_02_104,HDGF,True,ENCSR634KHL,HepG2,shRNA,-,-3.16823,True,7,False,,0.2857142857142857,0,0.23076923,0.10927152317880795,0.056291390728476824,,0.3133159268929504,False,False,0.3133159268929504,False,False,0.3381201044386423,False,False,0.3133159268929504,False,False,0.3133159268929504,False,False,0.3433420365535248,False,False,0.3577023498694517,False,False
DataSet_01_266,HES1,False,GSE65872,CUTLL1,shRNA,GPL10558,0.7269,True,91,True,1.0,0.5274725274725275,0,0.12587413,0.08388520971302428,0.02869757174392936,default activation,0.7950391644908616,False,False,0.7441253263707572,False,False,0.8472584856396866,False,False,0.7428198433420365,False,False,0.8067885117493473,False,False,0.9947780678851175,False,False,0.9738903394255874,False,False
DataSet_03_116,HES6,True,GSE22692,A172,siRNA,GPL6947,-1.285988,True,9,False,,0.4444444444444444,0,0.16666667,0.07292817679558011,0.04088397790055249,,0.37467362924281983,False,False,0.36945169712793735,False,False,0.47911227154047,False,False,0.37467362924281983,False,False,0.36945169712793735,False,False,0.31723237597911225,False,False,0.6814621409921671,False,False
DataSet_03_117,HES6,True,GSE22692,LN405,siRNA,GPL6947,-1.006761,True,9,False,,0.4444444444444444,0,0.16666667,0.07292817679558011,0.04088397790055249,,0.22845953002610966,False,False,0.2258485639686684,False,False,0.3838120104438642,False,False,0.22845953002610966,False,False,0.2258485639686684,False,False,0.05613577023498695,True,False,0.31592689295039167,False,False
DataSet_01_205,HIC1,False,GSE50061,HBL100,shRNA,GPL17077,0.42471,True,21,True,1.0,0.47619047619047616,0,0.125,0.13922651933701657,0.056353591160221,default activation,1.0,False,False,1.0,False,False,0.9986945169712794,False,False,1.0,False,False,1.0,False,False,0.9882506527415144,False,False,0.9856396866840731,False,False
DataSet_03_118,HIC1,False,GSE141642,PC3,CRISPR,GPL21185,-0.156872,True,21,True,1.0,0.47619047619047616,0,0.125,0.13922651933701657,0.056353591160221,default activation,0.6253263707571801,False,False,0.643603133159269,False,False,0.7741514360313316,False,False,0.6514360313315927,False,False,0.6253263707571801,False,False,0.2206266318537859,False,False,0.2349869451697128,False,False
DataSet_01_086,HIF1A,True,GSE3188,MCF7,siRNA,GPL570,-2.143,True,447,True,-1.0,0.5525727069351231,0,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.007832898172323759,True,True
DataSet_01_087,HIF1A,False,GSE3188,MCF7,siRNA,GPL2507,-0.54765,True,447,True,-1.0,0.5525727069351231,0,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0026109660574412533,True,True
DataSet_01_156,HIF1A,True,GSE44943,HepG2,shRNA,GPL6244,-2.85412,True,447,True,-1.0,0.5525727069351231,0,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.1422976501305483,False,False,0.031331592689295036,True,True,0.02349869451697128,True,True,0.04699738903394256,True,True,0.12402088772845953,False,False,0.0013054830287206266,True,True,0.9268929503916449,False,False
DataSet_01_220,HIF1A,True,GSE54360,HepG2,shRNA,GPL6244,-1.23384,True,447,True,-1.0,0.5525727069351231,0,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.01174934725848564,True,True,0.007832898172323759,True,True,0.006527415143603133,True,True,0.009138381201044387,True,True,0.009138381201044387,True,True,0.0026109660574412533,True,True,0.037859007832898174,True,True
DataSet_01_224,HIF1A,True,GSE55212,HuH7,shRNA,GPL14951,-1.95443,True,447,True,-1.0,0.5525727069351231,0,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.028720626631853787,True,True,0.016971279373368148,True,True,0.016971279373368148,True,True,0.016971279373368148,True,True,0.030026109660574413,True,True,0.0013054830287206266,True,True,0.9099216710182768,False,False
DataSet_01_228,HIF1A,True,GSE56989,Primary human macrophages,siRNA,GPL6244,-1.68165,True,447,True,-1.0,0.5525727069351231,0,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.014360313315926894,True,True,0.005221932114882507,True,True,0.005221932114882507,True,True,0.007832898172323759,True,True,0.007832898172323759,True,True,0.0013054830287206266,True,True,0.024804177545691905,True,True
DataSet_01_348,HIF1A,True,GSE76581,OEC-M1,siRNA,GPL21185,-2.45837,True,447,True,-1.0,0.5525727069351231,1,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.0013054830287206266,True,True,0.007832898172323759,True,True
DataSet_03_119,HIF1A,True,GSE31912,MCF7,siRNA,GPL570,-1.099027,True,447,True,-1.0,0.5525727069351231,77,0.16429496,0.19577308120133483,0.13348164627363737,PMID,0.18407310704960836,False,False,0.11879895561357702,False,False,0.08877284595300261,True,False,0.12663185378590078,False,False,0.17493472584856398,False,False,0.0026109660574412533,True,True,0.9164490861618799,False,False
DataSet_03_120,HIF3A,False,GSE128846,Hep3B,siRNA,GPL19109,-0.285,True,6,False,,0.0,0,0.15384616,0.16243093922651933,0.09613259668508287,,0.4804177545691906,False,False,0.4804177545691906,False,False,0.37467362924281983,False,False,0.4804177545691906,False,False,0.4804177545691906,False,False,0.381201044386423,False,False,0.40339425587467365,False,False
DataSet_03_121,HIF3A,False,GSE128847,Hep3B,siRNA,GPL19109,-0.285,True,6,False,,0.0,0,0.15384616,0.16243093922651933,0.09613259668508287,,0.4804177545691906,False,False,0.4804177545691906,False,False,0.37467362924281983,False,False,0.4804177545691906,False,False,0.4804177545691906,False,False,0.381201044386423,False,False,0.40339425587467365,False,False
DataSet_02_036,HINFP,False,ENCSR713AEC,K562,CRISPRi,-,0.0,True,10,True,1.0,0.9,0,0.11111111,0.11172566371681415,0.03982300884955752,default activation,0.09138381201044386,True,False,0.09138381201044386,True,False,0.1031331592689295,False,False,0.09660574412532637,True,False,0.09138381201044386,True,False,0.5626631853785901,False,False,0.5626631853785901,False,False
DataSet_03_122,HINFP,True,GSE69148,hTERT-RPE1,siRNA,GPL20234,-1.047697,True,10,True,1.0,0.9,4,0.11111111,0.11172566371681415,0.03982300884955752,default activation,0.27284595300261094,False,False,0.7467362924281984,False,False,0.7597911227154047,False,False,0.7493472584856397,False,False,0.27154046997389036,False,False,0.4595300261096606,False,False,0.825065274151436,False,False
DataSet_03_123,HINFP,True,GSE69148,U2OS,siRNA,GPL20234,-1.642653,True,10,True,1.0,0.9,4,0.11111111,0.11172566371681415,0.03982300884955752,default activation,0.13185378590078328,False,False,0.6579634464751958,False,False,0.664490861618799,False,False,0.6684073107049608,False,False,0.13185378590078328,False,False,0.2754569190600522,False,False,0.5626631853785901,False,False
DataSet_01_158,HMGA1,False,GSE45483,MDA-MB231,shRNA,GPL5175,-0.49659,True,73,True,1.0,0.6164383561643836,0,0.125,0.14380530973451328,0.0586283185840708,default activation,0.1031331592689295,False,False,0.1801566579634465,False,False,0.13838120104438642,False,False,0.17493472584856398,False,False,0.1031331592689295,False,False,0.283289817232376,False,False,0.39425587467362927,False,False
DataSet_02_075,HMGA1,True,ENCSR069OUL,K562,CRISPRi,-,-1.97429,True,73,True,1.0,0.6164383561643836,0,0.125,0.14380530973451328,0.0586283185840708,default activation,0.7493472584856397,False,False,0.8263707571801566,False,False,0.7780678851174935,False,False,0.8289817232375979,False,False,0.7493472584856397,False,False,0.4451697127937337,False,False,0.566579634464752,False,False
DataSet_03_124,HMGA1,True,GSE35525,MDA-MB-231,siRNA,GPL570,-1.659763,True,73,True,1.0,0.6164383561643836,0,0.125,0.14380530973451328,0.0586283185840708,default activation,0.031331592689295036,True,True,0.06657963446475196,True,False,0.08616187989556136,True,False,0.06527415143603134,True,False,0.031331592689295036,True,True,0.02610966057441253,True,True,0.037859007832898174,True,True
