exp,tf,study,cell,own_logfc,in_filtered_279,masked_frac,masked_sym_frac,base_rate10,base_rate10_sym,n_within_study_mates,n_same_cell_other_study_mates,in_106
DataSet_01_018,YY1,GSE14964,HeLa,-2.07726,True,0.5261096605744126,0.5574412532637075,0.09492273730684327,0.10706401766004416,1,8,True
DataSet_01_021,STAT1,GSE15845,SCC61,-1.36,True,0.014360313315926894,0.020887728459530026,0.18555555555555556,0.16777777777777778,0,0,False
DataSet_01_022,RUNX1,GSE16238,HTB58,0.0,False,0.2819843342036554,0.25326370757180156,0.0757238307349666,0.08240534521158129,0,0,False
DataSet_01_023,RUNX1,GSE16238,TF-1,0.0,False,0.7780678851174935,0.5156657963446475,0.0757238307349666,0.08240534521158129,0,0,False
DataSet_01_024,MITF,GSE16249,NZM15,-0.91966,False,0.015665796344647518,0.013054830287206266,0.08351893095768374,0.09020044543429843,2,0,False
DataSet_01_025,MITF,GSE16249,NZM12,-1.04766,True,0.006527415143603133,0.01174934725848564,0.08351893095768374,0.09020044543429843,2,0,False
DataSet_01_026,PAX3,GSE16249,NZM15,-1.25574,True,0.20365535248041775,0.12532637075718014,0.11406423034330011,0.11406423034330011,2,0,False
DataSet_01_027,PAX3,GSE16249,NZM12,-1.05249,True,0.19712793733681463,0.1475195822454308,0.11406423034330011,0.11406423034330011,2,0,False
DataSet_01_028,ERG,GSE16671,VCaP,0.11648,False,0.5744125326370757,0.3289817232375979,0.09966777408637874,0.10188261351052048,0,5,False
DataSet_01_030,RELA,GSE1676,HEK293,-2.00711,True,0.0026109660574412533,0.0026109660574412533,0.21087680355160932,0.1864594894561598,2,3,True
DataSet_01_031,TP53,GSE1676,HEK293,-3.46451,True,0.020887728459530026,0.0195822454308094,0.1318435754189944,0.1329608938547486,2,3,True
DataSet_01_032,STAT6,GSE17851,CD4+ T cells,0.0,False,0.010443864229765013,0.02349869451697128,0.0975609756097561,0.0942350332594235,0,10,False
DataSet_01_033,ATF3,GSE18457,HCT116,-1.92622,True,0.14490861618798956,0.2650130548302872,0.08970099667774087,0.09966777408637874,0,5,False
DataSet_01_034,EGR3,GSE18913,HUVEC,-1.91759,True,0.04960835509138381,0.02349869451697128,0.1138121546961326,0.14806629834254142,0,10,False
DataSet_01_035,ETV1,GSE19396,GIST882,-0.99858,False,0.8080939947780679,0.9060052219321149,0.04983388704318937,0.04983388704318937,0,0,False
DataSet_01_036,ETV1,GSE19396,GIST48,-1.87871,True,0.9804177545691906,0.9660574412532638,0.04983388704318937,0.04983388704318937,0,0,False
DataSet_01_037,TP53,GSE19670,SKBR3,-1.7844,True,0.7663185378590078,0.7676240208877284,0.1318435754189944,0.1329608938547486,0,1,False
DataSet_01_038,TP53,GSE20076,BJ,-1.36,True,0.0013054830287206266,0.0013054830287206266,0.1318435754189944,0.1329608938547486,0,0,False
DataSet_01_039,TP63,GSE20286,MCF10A,-0.44181,False,0.2245430809399478,0.1906005221932115,0.14719101123595504,0.14157303370786517,0,4,False
DataSet_01_040,TAL1,GSE20544,JURKAT,-0.48333,False,0.4046997389033943,0.42950391644908614,0.0876803551609323,0.08324084350721421,0,5,False
DataSet_01_041,TAL1,GSE20545,CD34+,-0.90191,False,0.3968668407310705,0.26240208877284593,0.0876803551609323,0.08324084350721421,0,0,False
DataSet_01_042,POU5F1,GSE21135,H1-hESC,-2.46487,True,0.0013054830287206266,0.0013054830287206266,0.1581858407079646,0.17035398230088494,0,4,False
DataSet_01_044,MYB,GSE21943,Primary CD14-myeloblasts,-1.99639,True,0.031331592689295036,0.024804177545691905,0.15478841870824053,0.14699331848552338,0,0,False
DataSet_01_046,SOX2,GSE23838,LN229,0.0,False,0.9895561357702349,0.9647519582245431,0.07700892857142858,0.07700892857142858,0,0,False
DataSet_01_047,RUNX1,GSE24778,K562,0.0,False,0.03263707571801567,0.04177545691906005,0.0757238307349666,0.08240534521158129,0,186,False
DataSet_01_048,MYB,GSE25678,CD34-derived erythroid progenitors,-0.94457,False,0.9543080939947781,0.95822454308094,0.15478841870824053,0.14699331848552338,0,2,False
DataSet_01_049,STAT3,GSE25867,DU145,-2.85367,True,0.3263707571801567,0.3472584856396867,0.16201117318435754,0.1441340782122905,0,2,False
DataSet_01_050,STAT6,GSE25942,NCI-H460,-0.75666,False,0.11618798955613577,0.1514360313315927,0.0975609756097561,0.0942350332594235,0,0,False
DataSet_01_051,RARA,GSE26298,MCF7,-1.27545,True,0.9947780678851175,0.9934725848563969,0.08287292817679558,0.10607734806629834,0,104,False
DataSet_01_052,NR5A1,GSE26529,NCI-H295R,-0.1285,False,0.009138381201044387,0.005221932114882507,0.0640176600441501,0.0673289183222958,0,0,False
DataSet_01_053,TFAP2C,GSE26740,MCF7,-2.27423,True,0.0039164490861618795,0.07441253263707572,0.10852713178294573,0.08748615725359911,0,103,False
DataSet_01_054,PITX2,GSE27275,TM1,-0.04471,False,0.13054830287206268,0.13577023498694518,0.07734806629834254,0.08287292817679558,0,0,False
DataSet_01_055,PITX2,GSE27275,TM2,0.06962,False,0.020887728459530026,0.0039164490861618795,0.07734806629834254,0.08287292817679558,0,0,False
DataSet_01_056,ZEB2,GSE27966,MDA-MB231,-0.73327,False,0.6671018276762402,0.5913838120104439,0.08176795580110498,0.09281767955801105,0,6,False
DataSet_01_057,ZEB2,GSE27966,MDA-MB231,-0.83803,False,0.0391644908616188,0.015665796344647518,0.08176795580110498,0.09281767955801105,0,6,False
DataSet_01_058,BACH1,GSE28050,HEK293T,-2.42937,True,0.0013054830287206266,0.0026109660574412533,0.17940199335548174,0.2059800664451827,0,0,False
DataSet_01_059,BACH1,GSE28050,HEK293T,-2.50171,True,0.0013054830287206266,0.0013054830287206266,0.17940199335548174,0.2059800664451827,0,0,False
DataSet_01_060,NFE2L2,GSE28230,A549,-2.87887,True,0.0026109660574412533,0.0026109660574412533,0.1847345132743363,0.20243362831858408,0,6,False
DataSet_01_061,GATA2,GSE28304,HMVEC,-0.52569,False,0.6370757180156658,0.6566579634464752,0.06319290465631928,0.05321507760532151,0,0,False
DataSet_01_062,RUNX2,GSE28414,MCF7VP,-0.33534,False,0.9347258485639687,0.9464751958224543,0.15248618784530388,0.16464088397790055,0,0,False
DataSet_01_063,YBX1,GSE28433,A549,0.0,False,0.0926892950391645,0.048302872062663184,0.10479375696767002,0.09810479375696766,0,7,False
DataSet_01_064,YBX1,GSE28433,MCF7,0.0,False,0.17362924281984335,0.16579634464751958,0.10479375696767002,0.09810479375696766,0,105,False
DataSet_01_065,YBX1,GSE28433,HCT116,0.0,False,0.2819843342036554,0.12663185378590078,0.10479375696767002,0.09810479375696766,0,6,False
DataSet_01_066,NKX2-1,GSE28480,HCC4019,-0.9115,False,0.04699738903394256,0.04960835509138381,0.08950276243093923,0.09392265193370165,0,0,False
DataSet_01_067,NKX2-1,GSE28480,H3255,-0.7139,False,0.07441253263707572,0.0639686684073107,0.08950276243093923,0.09392265193370165,0,0,False
DataSet_01_068,TP53,GSE28546,Mesenchymal stem cells,-4.44308,True,0.044386422976501305,0.037859007832898174,0.1318435754189944,0.1329608938547486,0,0,False
DataSet_01_069,SNAI1,GSE28558,A549,-0.05458,False,0.7532637075718016,0.5848563968668408,0.05849889624724062,0.076158940397351,0,7,False
DataSet_01_071,ELF5,GSE30405,HCC1937,-1.7665,True,0.4216710182767624,0.2258485639686684,0.08719646799116998,0.0739514348785872,0,0,False
DataSet_01_072,PAX2,GSE30501,TOV21G,-0.65385,False,0.3433420365535248,0.27154046997389036,0.0640176600441501,0.0695364238410596,0,0,False
DataSet_01_073,ZNF148,GSE31092,CD34-derived erythroid progenitors,-1.32859,True,0.007832898172323759,0.016971279373368148,0.06070640176600441,0.04856512141280353,0,2,False
DataSet_01_074,CEBPD,GSE31534,A375,-1.47847,True,0.12532637075718014,0.21018276762402088,0.1569060773480663,0.15469613259668508,11,3,True
DataSet_01_075,CEBPZ,GSE31534,A375,-1.47229,True,0.5221932114882507,0.3681462140992167,0.07751937984496124,0.08637873754152824,11,3,True
DataSet_01_076,ETS1,GSE31534,A375,-1.41362,True,0.5313315926892951,0.6736292428198434,0.15725359911406422,0.15725359911406422,11,3,True
DataSet_01_077,FOXM1,GSE31534,A375,-1.52687,True,0.3877284595300261,0.2193211488250653,0.15350389321468297,0.12013348164627363,11,3,True
DataSet_01_078,HSF2,GSE31534,A375,-1.50714,True,0.28720626631853785,0.34595300261096606,0.10287610619469026,0.10730088495575221,11,3,True
DataSet_01_079,MITF,GSE31534,A375,-3.45338,True,0.3720626631853786,0.5835509138381201,0.08351893095768374,0.09020044543429843,11,3,True
DataSet_01_080,RELA,GSE31534,A375,-1.02265,True,0.04046997389033943,0.03524804177545692,0.21087680355160932,0.1864594894561598,11,3,True
DataSet_01_081,SP1,GSE31534,A375,-1.20083,True,0.0013054830287206266,0.0013054830287206266,0.26496674057649666,0.26718403547671843,11,3,True
DataSet_01_083,STAT1,GSE31534,A375,-1.42141,True,0.35900783289817234,0.39033942558746737,0.18555555555555556,0.16777777777777778,11,3,True
DataSet_01_084,STAT3,GSE31534,A375,-1.94704,True,0.1618798955613577,0.3577023498694517,0.16201117318435754,0.1441340782122905,11,3,True
DataSet_01_085,STAT6,GSE31534,A375,-1.03356,True,0.3224543080939948,0.3263707571801567,0.0975609756097561,0.0942350332594235,11,3,True
DataSet_01_086,HIF1A,GSE3188,MCF7,-2.143,True,0.0013054830287206266,0.0013054830287206266,0.19577308120133483,0.19799777530589543,0,103,False
DataSet_01_087,HIF1A,GSE3188,MCF7,-0.54765,False,0.0013054830287206266,0.0013054830287206266,0.19577308120133483,0.19799777530589543,0,103,False
DataSet_01_088,FOXP1,GSE32968,HUVEC,-1.35282,True,0.16840731070496084,0.13185378590078328,0.08657047724750278,0.10543840177580466,0,10,False
DataSet_01_089,NR2F2,GSE33182,PC3,-3.82418,True,0.6932114882506527,0.741514360313316,0.08888888888888889,0.09777777777777778,0,5,False
DataSet_01_090,NR2F2,GSE33301,HUVEC,-1.00829,True,0.5469973890339426,0.5913838120104439,0.08888888888888889,0.09777777777777778,0,10,False
DataSet_01_091,ETV6,GSE33820,LOUCY,-1.3224,True,0.9765013054830287,0.9660574412532638,0.07403314917127071,0.08176795580110498,0,0,False
DataSet_01_092,MLXIP,GSE33967,Nalm6,-0.02543,False,0.6892950391644909,0.685378590078329,0.11933701657458563,0.13701657458563535,0,1,False
DataSet_01_093,RUNX1,GSE34594,SKNO-1,-0.25424,False,0.9895561357702349,0.9856396866840731,0.0757238307349666,0.08240534521158129,0,0,False
DataSet_01_094,NANOG,GSE34904,H1-hESC,-1.55195,True,0.20757180156657964,0.16840731070496084,0.10375275938189846,0.10927152317880795,2,3,True
DataSet_01_095,POU5F1,GSE34904,H1-hESC,-2.36646,True,0.010443864229765013,0.016971279373368148,0.1581858407079646,0.17035398230088494,2,2,True
DataSet_01_096,SOX2,GSE34904,H1-hESC,-2.0889,True,0.0026109660574412533,0.0026109660574412533,0.07700892857142858,0.07700892857142858,2,2,True
DataSet_01_097,SOX2,GSE34918,H1-hESC,0.69207,False,0.943864229765013,0.922976501305483,0.07700892857142858,0.07700892857142858,0,4,False
DataSet_01_098,SALL4,GSE35965,SNU398,-1.30794,True,0.26240208877284593,0.4621409921671018,0.057458563535911604,0.06850828729281767,0,0,False
DataSet_01_099,FOS,GSE36586,MCF7,-1.23434,True,0.8681462140992167,0.9281984334203656,0.14917127071823205,0.143646408839779,0,104,False
DataSet_01_100,IRF2,GSE36988,Primary CD34+ hematopoietic stem/progenitor cells (HSPCs),-0.49995,False,0.8237597911227154,0.8785900783289817,0.13245033112582782,0.13245033112582782,2,0,False
DataSet_01_101,IRF6,GSE36988,Primary CD34+ hematopoietic stem/progenitor cells (HSPCs),-1.60997,True,0.5469973890339426,0.7702349869451697,0.07505518763796909,0.05187637969094923,2,0,False
DataSet_01_102,MYB,GSE36988,Primary CD34+ hematopoietic stem/progenitor cells (HSPCs),-0.73791,False,0.9647519582245431,0.9673629242819843,0.15478841870824053,0.14699331848552338,2,0,False
DataSet_01_103,HNF1B,GSE37290,RMG2,-1.0585,True,0.020887728459530026,0.010443864229765013,0.09381898454746136,0.11147902869757174,0,0,False
DataSet_01_104,FOXA1,GSE37314,LNCaP,-0.87875,False,0.27154046997389036,0.14490861618798956,0.1388888888888889,0.12333333333333334,0,33,False
DataSet_01_105,FOXA1,GSE37314,22RV1,-1.75809,True,0.04960835509138381,0.0587467362924282,0.1388888888888889,0.12333333333333334,0,1,False
DataSet_01_106,FOXO1,GSE37409,EWS-FLI1,-0.885,False,0.9660574412532638,0.9634464751958225,0.11444444444444445,0.11,0,0,False
DataSet_01_107,SPDEF,GSE37662,MCF7,0.70523,False,0.3968668407310705,0.45822454308093996,0.11836283185840708,0.10619469026548672,0,103,False
DataSet_01_108,ARID1A,GSE37684,OSE4,-0.11945,False,0.04960835509138381,0.14360313315926893,0.07547169811320754,0.07880133185349611,0,0,False
DataSet_01_109,ARID1A,GSE37684,IOSE80pc,-0.1374,False,0.005221932114882507,0.13577023498694518,0.07547169811320754,0.07880133185349611,0,0,False
DataSet_01_110,HOXA1,GSE37690,IMR90,0.0,False,0.293733681462141,0.35900783289817234,0.09271523178807947,0.08830022075055188,0,0,False
DataSet_01_111,ESR1,GSE37820,MCF7,-0.37329,False,0.0039164490861618795,0.0013054830287206266,0.16981132075471697,0.14428412874583796,0,102,False
DataSet_01_112,HSF1,GSE38058,HSC3,-1.08589,True,0.381201044386423,0.3733681462140992,0.1309655937846837,0.12985571587125416,0,1,False
DataSet_01_113,GABPA,GSE38332,A549,-0.20155,False,0.2245430809399478,0.37989556135770236,0.08075221238938053,0.06858407079646017,0,7,False
DataSet_01_114,ARID1A,GSE38380,OE33,-1.06589,True,0.7898172323759791,0.8511749347258486,0.07547169811320754,0.07880133185349611,0,1,False
DataSet_01_115,ESRRA,GSE38690,HCT116,-0.22577,False,0.4621409921671018,0.5443864229765013,0.07743362831858407,0.06858407079646017,0,6,False
DataSet_01_116,TCF3,GSE38893,MDA-MB468,-0.14649,False,0.7597911227154047,0.8720626631853786,0.10044150110375276,0.08719646799116998,0,0,False
DataSet_01_117,ID1,GSE38944,A549,-1.33333,True,0.8211488250652742,0.7911227154046997,0.09534368070953436,0.07427937915742794,0,7,False
DataSet_01_118,ID1,GSE38944,H1650,-2.39931,True,0.16579634464751958,0.17232375979112272,0.09534368070953436,0.07427937915742794,0,0,False
DataSet_01_119,BRD4,GSE39580,HEK293,-0.06175,False,0.46475195822454307,0.31592689295039167,0.10386740331491713,0.11160220994475138,0,5,False
DataSet_01_120,GATA3,GSE39623,MCF7,-0.81029,False,0.46475195822454307,0.6984334203655352,0.07982261640798226,0.06541019955654102,0,103,False
DataSet_01_121,ZIC2,GSE39704,PANC1,-3.17208,True,0.5169712793733682,0.5796344647519582,0.0717439293598234,0.05849889624724062,0,2,False
DataSet_01_122,FOXM1,GSE40051,U87,-0.17816,False,0.9046997389033943,0.9099216710182768,0.15350389321468297,0.12013348164627363,0,2,False
DataSet_01_123,ZNF91,GSE40080,GIST-T1,-2.18049,True,0.4699738903394256,0.6631853785900783,0.04525386313465784,0.04194260485651214,7,0,False
DataSet_01_131,NFYA,GSE40215,HeLaS3,-0.17698,False,0.30809399477806787,0.25718015665796345,0.17849223946784923,0.19401330376940132,0,0,False
DataSet_01_132,EGR4,GSE40558,SBC-5,-1.1066,True,0.05221932114882506,0.05483028720626632,0.06070640176600441,0.056291390728476824,0,0,False
DataSet_01_133,ID1,GSE40614,GSC2,0.88554,False,0.7402088772845953,0.762402088772846,0.09534368070953436,0.07427937915742794,0,0,False
DataSet_01_134,ID1,GSE40614,GSC8,1.11922,False,0.7989556135770235,0.7023498694516971,0.09534368070953436,0.07427937915742794,0,0,False
DataSet_01_135,SPDEF,GSE40985,MCF7,-1.04132,True,0.1514360313315927,0.13838120104438642,0.11836283185840708,0.10619469026548672,0,103,False
DataSet_01_136,REST,GSE41386,Smooth muscle cells,-1.42747,True,0.0013054830287206266,0.0013054830287206266,0.24750277469478357,0.2730299667036626,0,0,False
DataSet_01_137,IKZF2,GSE41796,JURKAT,-0.3455,False,0.5992167101827677,0.6788511749347258,0.05518763796909492,0.0684326710816777,1,4,True
DataSet_01_138,IKZF1,GSE41796,JURKAT,-1.02215,True,0.9673629242819843,0.9960835509138382,0.11699779249448124,0.11037527593818984,1,4,True
DataSet_01_140,SOX4,GSE4225,ACC3,-0.05594,False,0.6514360313315927,0.6827676240208878,0.07419712070874862,0.07198228128460686,0,0,False
DataSet_01_141,NR3C1,GSE42538,Endometrial stromal cells,-0.0275,False,0.29112271540469975,0.2506527415143603,0.11258278145695365,0.12251655629139073,0,2,False
DataSet_01_142,LEF1,GSE42637,BL2,-1.61584,True,0.10966057441253264,0.13577023498694518,0.18101545253863136,0.15894039735099338,0,1,False
DataSet_01_143,GLI2,GSE42903,U2OS,-0.36754,False,0.5313315926892951,0.5104438642297651,0.22958057395143489,0.23399558498896247,0,3,False
DataSet_01_144,ZFX,GSE43021,NOMO-1,-0.53612,False,0.43994778067885115,0.4765013054830287,0.07087486157253599,0.09634551495016612,0,0,False
DataSet_01_145,REST,GSE43033,H295R/TR,-1.19468,True,0.0013054830287206266,0.0013054830287206266,0.24750277469478357,0.2730299667036626,1,0,False
DataSet_01_146,SF1,GSE43033,H295R/TR,0.00378,False,0.0013054830287206266,0.0013054830287206266,0.036464088397790057,0.03867403314917127,2,0,False
DataSet_01_147,EHF,GSE43157,Corneal epithelial cells,-1.91277,True,0.391644908616188,0.33159268929503916,0.09933774834437085,0.12141280353200883,0,1,False
DataSet_01_148,MYBL2,GSE43400,CD34+ BM cells,-1.52657,True,0.19973890339425587,0.2963446475195822,0.1712707182320442,0.11712707182320442,0,0,False
DataSet_01_149,ETS2,GSE43459,H441,-1.04667,True,0.9569190600522193,0.95822454308094,0.10154525386313466,0.10485651214128035,0,0,False
DataSet_01_150,TFAP2C,GSE44203,MCF7,-2.62373,True,0.009138381201044387,0.1671018276762402,0.10852713178294573,0.08748615725359911,0,103,False
DataSet_01_151,TEAD4,GSE44383,SNU216,-1.66583,True,0.03524804177545692,0.013054830287206266,0.06740331491712707,0.07734806629834254,0,0,False
DataSet_01_152,TAL1,GSE44444,ECFCs,-0.81859,False,0.5822454308093995,0.695822454308094,0.0876803551609323,0.08324084350721421,0,0,False
DataSet_01_154,STAT1,GSE44652,JURKAT,-1.16067,True,0.48433420365535246,0.5652741514360313,0.18555555555555556,0.16777777777777778,0,5,False
DataSet_01_155,HSF1,GSE44867,A375,-3.16222,True,0.02610966057441253,0.013054830287206266,0.1309655937846837,0.12985571587125416,0,14,False
DataSet_01_156,HIF1A,GSE44943,HepG2,-2.85412,True,0.031331592689295036,0.02349869451697128,0.19577308120133483,0.19799777530589543,0,69,False
DataSet_01_157,ZFX,GSE45265,DAOY,-0.78428,False,0.2154046997389034,0.1919060052219321,0.07087486157253599,0.09634551495016612,0,0,False
DataSet_01_158,HMGA1,GSE45483,MDA-MB231,-0.49659,False,0.1801566579634465,0.13838120104438642,0.14380530973451328,0.168141592920354,0,7,False
DataSet_01_159,RUNX1,GSE45743,Kasumi-1,-0.07765,False,0.7989556135770235,0.6566579634464752,0.0757238307349666,0.08240534521158129,0,0,False
DataSet_01_160,MYCN,GSE45967,SKNBE2,-0.77346,False,0.018276762402088774,0.022193211488250653,0.23136818687430477,0.22246941045606228,2,0,False
DataSet_01_161,ETV1,GSE46329,LNCaP,-0.20792,False,0.018276762402088774,0.013054830287206266,0.04983388704318937,0.04983388704318937,0,34,False
DataSet_01_162,ELK1,GSE46333,CD4+ T cells,-1.74762,True,0.2950391644908616,0.6579634464751958,0.15248618784530388,0.12154696132596685,6,4,True
DataSet_01_163,GATA3,GSE46333,CD4+ T cells,0.35299,False,0.10443864229765012,0.1122715404699739,0.07982261640798226,0.06541019955654102,6,4,True
DataSet_01_164,JUN,GSE46333,CD4+ T cells,-3.11636,True,0.028720626631853787,0.022193211488250653,0.2335928809788654,0.22914349276974416,6,4,True
DataSet_01_165,MAF,GSE46333,CD4+ T cells,-8.52636,True,0.04699738903394256,0.057441253263707574,0.06740331491712707,0.0718232044198895,6,4,True
DataSet_01_166,NFATC3,GSE46333,CD4+ T cells,-1.78257,True,0.6932114882506527,0.8733681462140992,0.10596026490066225,0.10596026490066225,6,4,True
DataSet_01_167,NFKB1,GSE46333,CD4+ T cells,-0.44289,False,0.3368146214099217,0.29765013054830286,0.2334070796460177,0.2323008849557522,6,4,True
DataSet_01_168,STAT3,GSE46333,CD4+ T cells,-1.77563,True,0.0026109660574412533,0.0039164490861618795,0.16201117318435754,0.1441340782122905,6,4,True
DataSet_01_169,HOXB7,GSE46393,MIA PaCa-2,-3.53249,True,0.10704960835509138,0.06135770234986945,0.08960176991150443,0.1084070796460177,0,0,False
DataSet_01_170,HOXB7,GSE46393,Capan-1,-2.7728,True,0.9647519582245431,0.9621409921671018,0.08960176991150443,0.1084070796460177,0,0,False
DataSet_01_171,FOSL1,GSE46440,BT549,-1.41633,True,0.5195822454308094,0.6906005221932114,0.08719646799116998,0.09161147902869757,1,2,True
DataSet_01_172,JUN,GSE46440,BT549,-0.77807,False,0.8629242819843342,0.7297650130548303,0.2335928809788654,0.22914349276974416,1,1,True
DataSet_01_173,ESRRG,GSE46463,Trophoblast cells,-1.14821,True,0.26762402088772846,0.26762402088772846,0.04966887417218543,0.06181015452538632,0,0,False
DataSet_01_174,NR4A1,GSE46994,PANC1,-0.00111,False,0.6971279373368147,0.779373368146214,0.06740331491712707,0.08508287292817679,0,2,False
DataSet_01_175,TP53,GSE47436,SAECs,-2.24874,True,0.005221932114882507,0.0039164490861618795,0.1318435754189944,0.1329608938547486,0,0,False
DataSet_01_176,NR2F2,GSE47438,TOV112D,-2.13662,True,0.283289817232376,0.18929503916449086,0.08888888888888889,0.09777777777777778,0,0,False
DataSet_01_177,NR2F2,GSE47438,ES2,-2.04676,True,0.3342036553524804,0.2193211488250653,0.08888888888888889,0.09777777777777778,0,0,False
DataSet_01_178,HSF1,GSE47693,KYN2,-0.79593,False,0.4621409921671018,0.17101827676240208,0.1309655937846837,0.12985571587125416,0,0,False
DataSet_01_179,ETV1,GSE47750,LNCaP,-0.20308,False,0.2154046997389034,0.1618798955613577,0.04983388704318937,0.04983388704318937,0,34,False
DataSet_01_180,STAT3,GSE47763,OE21,-1.25806,True,0.9725848563968669,0.9647519582245431,0.16201117318435754,0.1441340782122905,0,0,False
DataSet_01_181,STAT3,GSE47763,OE33,-0.43176,False,0.3720626631853786,0.6879895561357703,0.16201117318435754,0.1441340782122905,0,1,False
DataSet_01_182,NR5A2,GSE47803,MCF7,-0.49334,False,0.7362924281984334,0.8368146214099217,0.10927152317880795,0.12362030905077263,0,105,False
DataSet_01_183,TP63,GSE48124,UC14,-1.01935,True,0.04308093994778068,0.020887728459530026,0.14719101123595504,0.14157303370786517,1,0,False
DataSet_01_184,STAT3,GSE48124,Scaber,-2.20116,True,0.006527415143603133,0.006527415143603133,0.16201117318435754,0.1441340782122905,1,0,False
DataSet_01_185,TCF4,GSE48367,SH-SY5Y,-1.94197,True,0.7689295039164491,0.8172323759791122,0.0861878453038674,0.07734806629834254,0,0,False
DataSet_01_186,HSF1,GSE48672,PC3,-0.02676,False,0.6684073107049608,0.7976501305483029,0.1309655937846837,0.12985571587125416,1,4,True
DataSet_01_187,HSF2,GSE48672,PC3,-0.12857,False,0.7767624020887729,0.7898172323759791,0.10287610619469026,0.10730088495575221,1,4,True
DataSet_01_188,PGR,GSE48853,Endometrial stromal cells,-0.26924,False,0.8302872062663186,0.6971279373368147,0.08719646799116998,0.11810154525386314,0,2,False
DataSet_01_189,SPDEF,GSE48928,MCF7,-1.49909,True,0.9308093994778068,0.95822454308094,0.11836283185840708,0.10619469026548672,0,103,False
DataSet_01_190,GABPA,GSE49083,C4-2B,9.87959,False,0.9765013054830287,0.9751958224543081,0.08075221238938053,0.06858407079646017,0,1,False
DataSet_01_191,GABPA,GSE49083,LNCaP,9.4972,False,0.9778067885117493,0.97911227154047,0.08075221238938053,0.06858407079646017,0,35,False
DataSet_01_192,AR,GSE49196,R1-D567,-1.3753,True,0.4386422976501306,0.43342036553524804,0.15959821428571427,0.16964285714285715,0,0,False
DataSet_01_193,GATA2,GSE49342,LNCaP,0.68119,False,0.21409921671018275,0.2950391644908616,0.06319290465631928,0.05321507760532151,0,35,False
DataSet_01_194,CREB1,GSE49673,H3118 MEC,-0.04391,False,0.20496083550913838,0.21801566579634465,0.12777777777777777,0.13111111111111112,0,0,False
DataSet_01_195,CREB1,GSE49673,HSY,-0.15104,False,0.5091383812010444,0.48825065274151436,0.12777777777777777,0.13111111111111112,0,0,False
DataSet_01_196,TP63,GSE4975,HaCaT RG,-1.31678,True,0.1279373368146214,0.11618798955613577,0.14719101123595504,0.14157303370786517,0,0,False
