exp,tf,has_self_edge,ulm,huber,ulm_masked,huber_masked,huber_weight_own_gene
DataSet_03_173,MYB,True,0.05221932114882506,0.17362924281984335,0.08746736292428199,0.19973890339425587,0.05228908069666479
DataSet_03_178,MYC,True,0.0013054830287206266,0.0026109660574412533,0.0013054830287206266,0.0026109660574412533,0.11668630670229115
DataSet_03_189,NCOA1,False,0.005221932114882507,0.006527415143603133,0.005221932114882507,0.006527415143603133,0.005850290042258086
DataSet_03_190,NCOA2,True,0.005221932114882507,0.015665796344647518,0.010443864229765013,0.02610966057441253,0.008967718833515662
DataSet_03_191,NCOA3,True,0.660574412532637,0.9060052219321149,0.8746736292428199,0.9086161879895561,0.015641628445360614
DataSet_03_192,NCOR1,True,0.015665796344647518,0.37597911227154046,0.12924281984334204,0.41383812010443866,0.053893825967151504
DataSet_03_202,NR2F2,True,0.0013054830287206266,0.033942558746736295,0.006527415143603133,0.04699738903394256,0.13791828084479035
DataSet_03_205,PARK7,False,0.4908616187989556,0.4621409921671018,0.4934725848563969,0.4621409921671018,0.002774957855534317
DataSet_03_207,PBX1,True,0.24151436031331594,0.5926892950391645,0.7101827676240209,0.6527415143603134,0.08317392935663208
DataSet_03_208,PBX1,True,0.3720626631853786,0.39947780678851175,0.6814621409921671,0.4621409921671018,0.11226168206217105
DataSet_03_209,PBX1,True,0.5691906005221932,0.5691906005221932,0.8263707571801566,0.6383812010443864,0.10398174699230765
DataSet_03_214,PPARG,False,0.02349869451697128,0.015665796344647518,0.0195822454308094,0.014360313315926894,0.1511435013796948
DataSet_03_217,PRRX1,False,0.7036553524804178,0.7271540469973891,0.7036553524804178,0.7271540469973891,0.2659786566433325
DataSet_03_222,RELA,True,0.013054830287206266,0.016971279373368148,0.015665796344647518,0.018276762402088774,0.0771763462321826
DataSet_03_223,RELA,True,0.006527415143603133,0.016971279373368148,0.006527415143603133,0.016971279373368148,0.07503848043679971
DataSet_03_225,RELB,True,0.1370757180156658,0.2885117493472585,0.22845953002610966,0.3577023498694517,0.1922336285594431
DataSet_03_228,REST,False,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.08538895043942278
DataSet_03_229,SATB1,True,0.0026109660574412533,0.01174934725848564,0.005221932114882507,0.024804177545691905,0.036513671129106834
DataSet_03_235,SMARCA4,False,0.9503916449086162,0.9425587467362925,0.9503916449086162,0.9425587467362925,0.001791151411217446
DataSet_03_236,SMARCC1,True,0.007832898172323759,0.11357702349869452,0.6932114882506527,0.8994778067885117,0.00018720913959107988
DataSet_03_237,SOX11,False,0.20496083550913838,0.1475195822454308,0.20496083550913838,0.1475195822454308,0.16236058624665128
DataSet_03_238,SOX11,False,0.1866840731070496,0.15013054830287206,0.1866840731070496,0.15013054830287206,0.1419915372401859
DataSet_03_239,SOX11,False,0.0013054830287206266,0.020887728459530026,0.0013054830287206266,0.020887728459530026,0.051419192210846884
DataSet_03_241,SOX2,True,0.23368146214099217,0.24281984334203655,0.43733681462140994,0.28720626631853785,0.0781555360270893
DataSet_03_242,SOX2,True,0.024804177545691905,0.006527415143603133,0.050913838120104436,0.006527415143603133,0.06031761435033092
DataSet_03_244,SOX2,True,0.006527415143603133,0.1122715404699739,0.009138381201044387,0.14360313315926893,0.06277529925964301
DataSet_03_246,SOX4,True,0.8302872062663186,0.9073107049608355,0.8746736292428199,0.9321148825065274,0.36191953416804584
DataSet_03_249,SP1,True,0.737597911227154,0.4112271540469974,0.7702349869451697,0.4151436031331593,0.15186181423457734
DataSet_03_251,SP1,True,0.10052219321148825,0.19712793733681463,0.10835509138381201,0.20496083550913838,0.10520970761579372
DataSet_03_253,SPIB,True,0.016971279373368148,0.7140992167101827,0.35117493472584854,0.793733681462141,0.059275203856005855
DataSet_03_255,SSRP1,False,0.5848563968668408,0.30156657963446476,0.5835509138381201,0.30156657963446476,0.02574892352538655
DataSet_03_256,STAT1,True,0.06919060052219321,0.20234986945169714,0.11488250652741515,0.21409921671018275,0.10893354467883212
DataSet_03_258,STAT3,True,0.048302872062663184,0.04699738903394256,0.04960835509138381,0.050913838120104436,0.63563491715744
DataSet_03_259,STAT3,True,0.4451697127937337,0.39033942558746737,0.5613577023498695,0.4046997389033943,0.09305617130656943
DataSet_03_260,STAT3,True,0.6422976501305483,0.9490861618798956,0.7349869451697127,0.9516971279373369,0.08908242193345585
DataSet_03_261,STAT3,True,0.010443864229765013,0.033942558746736295,0.02741514360313316,0.037859007832898174,0.050734574096084235
DataSet_03_262,STAT3,True,0.9673629242819843,0.8981723237597912,0.9751958224543081,0.9007832898172323,0.030922813356023447
DataSet_03_264,STAT6,True,0.9060052219321149,0.8002610966057441,0.9321148825065274,0.8302872062663186,0.1778089923759023
DataSet_03_267,TCF7L1,False,0.06657963446475196,0.27154046997389036,0.06657963446475196,0.27154046997389036,0.044356727963431805
DataSet_03_274,TFAP2C,True,0.05613577023498695,0.16971279373368145,0.10052219321148825,0.2154046997389034,0.22540631896510363
DataSet_03_275,TFE3,True,0.05483028720626632,0.06657963446475196,0.0926892950391645,0.10443864229765012,0.22994816141485638
DataSet_03_277,TP53,True,0.283289817232376,0.6240208877284595,0.29112271540469975,0.6344647519582245,0.13429675127796628
DataSet_03_284,TWIST2,True,0.013054830287206266,0.13185378590078328,0.19451697127937337,0.21409921671018275,0.06305455298032707
DataSet_03_287,ZHX2,True,0.8133159268929504,0.1866840731070496,0.31201044386422977,0.0783289817232376,0.047040432764869286
DataSet_04_015,NKRF,False,0.206266318537859,0.5953002610966057,0.206266318537859,0.5953002610966057,0.05154112460320296
DataSet_04_019,SMAD2,False,0.9543080939947781,0.8054830287206266,0.9543080939947781,0.804177545691906,0.02836464592221297
DataSet_04_020,SMAD4,False,0.3381201044386423,0.05352480417754569,0.3368146214099217,0.05221932114882506,0.022042030195476875
DataSet_04_022,STAT1,True,0.8159268929503917,0.4556135770234987,0.8707571801566579,0.48825065274151436,0.07217882981970956
DataSet_04_024,YBX1,True,0.37989556135770236,0.4360313315926893,0.5678851174934726,0.4556135770234987,0.0484789231872931
DataSet_04_036,SMAD2,False,0.587467362924282,0.47911227154047,0.5861618798955613,0.47780678851174935,0.03676265220205411
DataSet_04_037,SMAD4,False,0.13968668407310705,0.283289817232376,0.13577023498694518,0.283289817232376,0.05704641511026922
DataSet_04_041,YBX1,True,0.028720626631853787,0.018276762402088774,0.07049608355091384,0.020887728459530026,0.033240279524501856
