exp,tf,has_self_edge,in_matrix,ulm,prop_ulm,no_self-edge,prop_no_self-edge,no_other_regulon,prop_no_other_regulon,gene_off_network,prop_gene_off_network,masked,prop_masked
DataSet_01_280,ESRRA,True,True,0.1409921671018277,0.283289817232376,0.2885117493472585,0.34464751958224543,0.1409921671018277,0.34595300261096606,0.2885117493472585,0.42428198433420367,0.2950391644908616,0.4255874673629243
DataSet_01_281,MSX1,True,True,0.14882506527415143,0.006527415143603133,0.031331592689295036,0.006527415143603133,0.14360313315926893,0.08877284595300261,0.028720626631853787,0.048302872062663184,0.03263707571801567,0.05483028720626632
DataSet_01_282,IRF7,False,True,0.3198433420365535,0.0013054830287206266,0.3198433420365535,0.0013054830287206266,0.3237597911227154,0.02349869451697128,0.3237597911227154,0.02349869451697128,0.3237597911227154,0.024804177545691905
DataSet_01_283,AHR,True,True,0.031331592689295036,0.02610966057441253,0.0391644908616188,0.02610966057441253,0.031331592689295036,0.10574412532637076,0.037859007832898174,0.11879895561357702,0.037859007832898174,0.11879895561357702
DataSet_01_295,TFAP4,True,True,0.4621409921671018,0.36161879895561355,0.5052219321148825,0.3668407310704961,0.4621409921671018,0.3629242819843342,0.5052219321148825,0.36945169712793735,0.5796344647519582,0.3785900783289817
DataSet_01_299,SOX7,False,True,0.12532637075718014,0.21409921671018275,0.12532637075718014,0.21409921671018275,0.12532637075718014,0.23237597911227154,0.12532637075718014,0.23237597911227154,0.12532637075718014,0.23237597911227154
DataSet_01_300,SOX17,True,True,0.0587467362924282,0.0195822454308094,0.11488250652741515,0.022193211488250653,0.057441253263707574,0.06135770234986945,0.1122715404699739,0.07702349869451697,0.11618798955613577,0.0783289817232376
DataSet_01_304,ETV5,False,True,0.9738903394255874,0.6579634464751958,0.9738903394255874,0.6579634464751958,0.9738903394255874,0.6984334203655352,0.9738903394255874,0.6984334203655352,0.9738903394255874,0.6984334203655352
DataSet_01_305,HOXA5,False,True,0.4308093994778068,0.17493472584856398,0.4308093994778068,0.17493472584856398,0.42950391644908614,0.8002610966057441,0.42950391644908614,0.8002610966057441,0.42950391644908614,0.8159268929503917
DataSet_01_306,NR2E1,True,True,0.2349869451697128,0.5522193211488251,0.09530026109660575,0.4751958224543081,0.2349869451697128,0.5744125326370757,0.09530026109660575,0.48172323759791125,0.097911227154047,0.48825065274151436
DataSet_01_308,SOX9,True,True,0.13838120104438642,0.018276762402088774,0.17754569190600522,0.018276762402088774,0.1370757180156658,0.048302872062663184,0.17362924281984335,0.05352480417754569,0.17493472584856398,0.05613577023498695
DataSet_01_309,SOX9,True,True,0.13838120104438642,0.018276762402088774,0.17754569190600522,0.018276762402088774,0.1370757180156658,0.048302872062663184,0.17362924281984335,0.05352480417754569,0.17493472584856398,0.05613577023498695
DataSet_01_312,TFAP2C,True,True,0.03263707571801567,0.37597911227154046,0.1475195822454308,0.52088772845953,0.03263707571801567,0.5522193211488251,0.1475195822454308,0.6475195822454308,0.14882506527415143,0.6475195822454308
DataSet_01_318,ELK3,False,True,0.44386422976501305,0.5796344647519582,0.44386422976501305,0.5796344647519582,0.44386422976501305,0.5953002610966057,0.44386422976501305,0.5953002610966057,0.44386422976501305,0.5953002610966057
DataSet_01_324,MYC,True,True,0.0013054830287206266,0.8159268929503917,0.0013054830287206266,0.814621409921671,0.0013054830287206266,0.9778067885117493,0.0013054830287206266,0.9778067885117493,0.0013054830287206266,0.9738903394255874
DataSet_01_327,TP63,True,True,0.015665796344647518,0.018276762402088774,0.03524804177545692,0.0195822454308094,0.014360313315926894,0.1279373368146214,0.033942558746736295,0.15274151436031333,0.033942558746736295,0.1514360313315927
DataSet_01_330,TP63,True,True,0.015665796344647518,0.018276762402088774,0.03524804177545692,0.0195822454308094,0.014360313315926894,0.1279373368146214,0.033942558746736295,0.15274151436031333,0.033942558746736295,0.1514360313315927
DataSet_01_332,TOX,True,True,0.014360313315926894,0.05221932114882506,0.3733681462140992,0.12010443864229765,0.014360313315926894,0.06788511749347259,0.3733681462140992,0.1906005221932115,0.37989556135770236,0.19451697127937337
DataSet_01_333,HOXC6,False,True,0.3342036553524804,0.13315926892950392,0.3342036553524804,0.13315926892950392,0.3328981723237598,0.3629242819843342,0.3328981723237598,0.3629242819843342,0.3328981723237598,0.36161879895561355
DataSet_01_336,GRHL3,False,True,0.2010443864229765,0.028720626631853787,0.2010443864229765,0.028720626631853787,0.2010443864229765,0.10704960835509138,0.2010443864229765,0.10704960835509138,0.2010443864229765,0.10835509138381201
DataSet_01_337,REST,False,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266
DataSet_01_338,REST,False,True,0.0013054830287206266,0.0026109660574412533,0.0013054830287206266,0.0026109660574412533,0.0013054830287206266,0.0026109660574412533,0.0013054830287206266,0.0026109660574412533,0.0013054830287206266,0.0026109660574412533
DataSet_01_339,KLF4,True,True,0.8133159268929504,0.8890339425587467,0.8759791122715405,0.8929503916449086,0.8133159268929504,0.9360313315926893,0.8746736292428199,0.9386422976501305,0.8746736292428199,0.9386422976501305
DataSet_01_340,KLF7,True,True,0.4556135770234987,0.7010443864229765,0.7819843342036553,0.8433420365535248,0.4556135770234987,0.7127937336814621,0.7819843342036553,0.8524804177545692,0.7872062663185379,0.8524804177545692
DataSet_01_342,KLF7,True,True,0.05613577023498695,0.1475195822454308,0.47911227154047,0.4360313315926893,0.05613577023498695,0.16057441253263707,0.47911227154047,0.45300261096605743,0.4830287206266319,0.45300261096605743
DataSet_01_347,GATA3,True,True,0.7571801566579635,0.033942558746736295,0.8133159268929504,0.04046997389033943,0.7558746736292428,0.34986945169712796,0.8120104438642297,0.391644908616188,0.8067885117493473,0.35900783289817234
DataSet_01_348,HIF1A,True,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.007832898172323759,0.0013054830287206266,0.006527415143603133,0.0013054830287206266,0.007832898172323759
DataSet_01_349,SOX2,True,True,0.006527415143603133,0.0195822454308094,0.010443864229765013,0.0195822454308094,0.006527415143603133,0.06266318537859007,0.010443864229765013,0.0731070496083551,0.013054830287206266,0.10704960835509138
DataSet_01_354,ELK1,False,True,0.5248041775456919,0.9543080939947781,0.5248041775456919,0.9543080939947781,0.5248041775456919,0.9738903394255874,0.5248041775456919,0.9738903394255874,0.5248041775456919,0.9738903394255874
DataSet_01_356,ETV4,True,True,0.8368146214099217,0.15535248041775457,0.9138381201044387,0.19843342036553524,0.8368146214099217,0.1671018276762402,0.9138381201044387,0.2206266318537859,0.9138381201044387,0.22193211488250653
DataSet_01_357,CDX2,True,True,0.6879895561357703,0.9412532637075718,0.7480417754569191,0.9503916449086162,0.6866840731070496,0.9738903394255874,0.7480417754569191,0.9751958224543081,0.7493472584856397,0.9765013054830287
DataSet_01_360,SOX17,True,True,0.2154046997389034,0.22323759791122716,0.3342036553524804,0.26240208877284593,0.2154046997389034,0.4699738903394256,0.3328981723237598,0.5404699738903395,0.3328981723237598,0.54177545691906
DataSet_02_015,HOXB9,False,True,0.19973890339425587,0.2924281984334204,0.19973890339425587,0.2924281984334204,0.19973890339425587,0.3002610966057441,0.19973890339425587,0.3002610966057441,0.19973890339425587,0.3028720626631854
DataSet_02_016,JUND,True,True,0.018276762402088774,0.15274151436031333,0.024804177545691905,0.1566579634464752,0.018276762402088774,0.1814621409921671,0.024804177545691905,0.18798955613577023,0.024804177545691905,0.18929503916449086
DataSet_02_018,STAT2,False,True,0.07571801566579635,0.30809399477806787,0.07571801566579635,0.30809399477806787,0.07571801566579635,0.31462140992167104,0.07571801566579635,0.31462140992167104,0.07571801566579635,0.31462140992167104
DataSet_02_023,STAT1,True,True,0.8955613577023499,0.4765013054830287,0.9151436031331592,0.49216710182767626,0.8942558746736292,0.9321148825065274,0.9151436031331592,0.9412532637075718,0.9151436031331592,0.9451697127937336
DataSet_02_025,USF2,True,True,0.8681462140992167,0.7911227154046997,0.8942558746736292,0.8015665796344648,0.8681462140992167,0.8263707571801566,0.8942558746736292,0.8342036553524804,0.8877284595300261,0.8289817232375979
DataSet_02_026,USF1,True,True,0.7702349869451697,0.12010443864229765,0.8120104438642297,0.12663185378590078,0.7715404699738904,0.1671018276762402,0.8120104438642297,0.18407310704960836,0.8120104438642297,0.1866840731070496
DataSet_02_032,NFE2L1,True,True,0.015665796344647518,0.0731070496083551,0.028720626631853787,0.09660574412532637,0.015665796344647518,0.09921671018276762,0.028720626631853787,0.13446475195822455,0.030026109660574413,0.13185378590078328
DataSet_02_033,TEAD2,False,True,0.8002610966057441,0.9046997389033943,0.8002610966057441,0.9046997389033943,0.8002610966057441,0.933420365535248,0.8002610966057441,0.933420365535248,0.8002610966057441,0.9321148825065274
DataSet_02_039,RELA,True,True,0.0013054830287206266,0.014360313315926894,0.0013054830287206266,0.014360313315926894,0.0013054830287206266,0.015665796344647518,0.0013054830287206266,0.015665796344647518,0.0013054830287206266,0.015665796344647518
DataSet_02_040,TEAD4,False,True,0.741514360313316,0.8472584856396866,0.741514360313316,0.8472584856396866,0.741514360313316,0.8472584856396866,0.741514360313316,0.8472584856396866,0.741514360313316,0.8472584856396866
DataSet_02_042,SP2,False,True,0.5600522193211488,0.2845953002610966,0.5600522193211488,0.2845953002610966,0.5600522193211488,0.2885117493472585,0.5600522193211488,0.2885117493472585,0.5600522193211488,0.2885117493472585
DataSet_02_048,SMAD5,False,True,0.006527415143603133,0.38903394255874674,0.006527415143603133,0.38903394255874674,0.006527415143603133,0.38903394255874674,0.006527415143603133,0.38903394255874674,0.006527415143603133,0.38903394255874674
DataSet_02_054,ATF3,True,True,0.46866840731070497,0.06788511749347259,0.39033942558746737,0.06527415143603134,0.46736292428198434,0.10835509138381201,0.3877284595300261,0.10443864229765012,0.38511749347258484,0.10574412532637076
DataSet_02_055,DLX1,False,True,0.6971279373368147,0.40600522193211486,0.6971279373368147,0.40600522193211486,0.6971279373368147,0.43994778067885115,0.6971279373368147,0.43994778067885115,0.6971279373368147,0.4425587467362924
DataSet_02_061,RFX5,True,True,0.5195822454308094,0.6057441253263708,0.660574412532637,0.6775456919060052,0.5195822454308094,0.6253263707571801,0.660574412532637,0.6945169712793734,0.664490861618799,0.6997389033942559
DataSet_02_063,TRIM28,False,True,0.5731070496083551,0.06266318537859007,0.5731070496083551,0.06266318537859007,0.5704960835509139,0.097911227154047,0.5704960835509139,0.097911227154047,0.5704960835509139,0.1031331592689295
DataSet_02_071,TFDP1,False,True,0.8929503916449086,0.6579634464751958,0.8929503916449086,0.6579634464751958,0.8929503916449086,0.7180156657963447,0.8929503916449086,0.7180156657963447,0.8929503916449086,0.7193211488250653
DataSet_02_075,HMGA1,True,True,0.7480417754569191,0.4425587467362924,0.8289817232375979,0.48825065274151436,0.7480417754569191,0.5274151436031331,0.8289817232375979,0.566579634464752,0.8263707571801566,0.566579634464752
DataSet_02_082,ZBTB33,False,True,0.21801566579634465,0.12010443864229765,0.21801566579634465,0.12010443864229765,0.21801566579634465,0.12010443864229765,0.21801566579634465,0.12010443864229765,0.21801566579634465,0.12010443864229765
DataSet_02_104,HDGF,False,True,0.3133159268929504,0.3433420365535248,0.3133159268929504,0.3433420365535248,0.3133159268929504,0.35900783289817234,0.3133159268929504,0.35900783289817234,0.3133159268929504,0.3577023498694517
DataSet_02_172,ZFX,False,True,0.7180156657963447,0.5300261096605744,0.7180156657963447,0.5300261096605744,0.7180156657963447,0.5300261096605744,0.7180156657963447,0.5300261096605744,0.7180156657963447,0.5326370757180157
DataSet_02_185,CTCF,True,True,0.8720626631853786,0.44386422976501305,0.8955613577023499,0.4869451697127937,0.8707571801566579,0.6201044386422977,0.8955613577023499,0.6475195822454308,0.8942558746736292,0.6488250652741514
DataSet_02_192,MAX,True,True,0.2989556135770235,0.2793733681462141,0.38903394255874674,0.32506527415143605,0.2989556135770235,0.4856396866840731,0.3877284595300261,0.5378590078328982,0.3877284595300261,0.5378590078328982
DataSet_02_206,ZFX,False,True,0.42950391644908614,0.24412532637075718,0.42950391644908614,0.24412532637075718,0.42950391644908614,0.24412532637075718,0.42950391644908614,0.24412532637075718,0.4308093994778068,0.2454308093994778
DataSet_03_004,AR,True,True,0.9360313315926893,0.0013054830287206266,0.9477806788511749,0.0013054830287206266,0.9386422976501305,0.16057441253263707,0.9516971279373369,0.1866840731070496,0.9503916449086162,0.07571801566579635
DataSet_03_005,AR,True,True,0.7767624020887729,0.0013054830287206266,0.8159268929503917,0.0013054830287206266,0.783289817232376,0.9177545691906005,0.8198433420365535,0.9203655352480418,0.8185378590078329,0.8681462140992167
DataSet_03_007,AR,True,True,0.26240208877284593,0.0013054830287206266,0.39033942558746737,0.0013054830287206266,0.2362924281984334,0.01174934725848564,0.3720626631853786,0.013054830287206266,0.36945169712793735,0.013054830287206266
DataSet_03_013,ARID1A,False,True,0.5052219321148825,0.2898172323759791,0.5052219321148825,0.2898172323759791,0.5052219321148825,0.2898172323759791,0.5052219321148825,0.2898172323759791,0.5052219321148825,0.29112271540469975
DataSet_03_017,ATF3,True,True,0.8159268929503917,0.013054830287206266,0.6161879895561357,0.010443864229765013,0.814621409921671,0.0587467362924282,0.6161879895561357,0.048302872062663184,0.6109660574412533,0.04960835509138381
DataSet_03_018,ATF4,True,True,0.006527415143603133,0.09007832898172324,0.009138381201044387,0.09530026109660575,0.006527415143603133,0.1409921671018277,0.009138381201044387,0.15013054830287206,0.009138381201044387,0.16449086161879894
DataSet_03_026,BCL6,True,True,0.0026109660574412533,0.006527415143603133,0.0013054830287206266,0.0039164490861618795,0.0026109660574412533,0.03655352480417755,0.0013054830287206266,0.031331592689295036,0.0013054830287206266,0.031331592689295036
DataSet_03_049,CEBPB,True,True,0.0013054830287206266,0.009138381201044387,0.0013054830287206266,0.009138381201044387,0.0013054830287206266,0.024804177545691905,0.0013054830287206266,0.024804177545691905,0.0013054830287206266,0.024804177545691905
DataSet_03_056,CTCF,True,True,0.013054830287206266,0.0039164490861618795,0.09007832898172324,0.006527415143603133,0.010443864229765013,0.037859007832898174,0.08746736292428199,0.07571801566579635,0.08746736292428199,0.07571801566579635
DataSet_03_059,CTNNB1,True,True,0.9516971279373369,0.0013054830287206266,0.783289817232376,0.0013054830287206266,0.9634464751958225,0.29765013054830286,0.7989556135770235,0.18929503916449086,0.7976501305483029,0.1919060052219321
DataSet_03_060,E2F1,True,True,0.010443864229765013,0.0013054830287206266,0.022193211488250653,0.0013054830287206266,0.0026109660574412533,0.0731070496083551,0.009138381201044387,0.08093994778067885,0.009138381201044387,0.07441253263707572
DataSet_03_063,E2F7,False,True,0.7506527415143603,0.6357702349869452,0.7506527415143603,0.6357702349869452,0.7506527415143603,0.6370757180156658,0.7506527415143603,0.6370757180156658,0.7506527415143603,0.6370757180156658
DataSet_03_065,EP300,False,True,0.5391644908616188,0.016971279373368148,0.5391644908616188,0.016971279373368148,0.5339425587467362,0.030026109660574413,0.5339425587467362,0.030026109660574413,0.5313315926892951,0.030026109660574413
DataSet_03_073,ETS1,True,True,0.02741514360313316,0.028720626631853787,0.04046997389033943,0.03263707571801567,0.02610966057441253,0.057441253263707574,0.04046997389033943,0.06005221932114883,0.04177545691906005,0.0587467362924282
DataSet_03_074,ETS1,True,True,0.033942558746736295,0.04308093994778068,0.05483028720626632,0.044386422976501305,0.033942558746736295,0.07571801566579635,0.05483028720626632,0.07571801566579635,0.05483028720626632,0.07571801566579635
DataSet_03_075,ETV6,False,True,0.8590078328981723,0.11618798955613577,0.8590078328981723,0.11618798955613577,0.8590078328981723,0.5757180156657964,0.8590078328981723,0.5757180156657964,0.860313315926893,0.5783289817232375
DataSet_03_078,FLI1,True,True,0.9817232375979112,0.7323759791122716,0.9882506527415144,0.779373368146214,0.9817232375979112,0.9033942558746736,0.9882506527415144,0.9112271540469974,0.9882506527415144,0.9112271540469974
DataSet_03_080,FOXA1,False,True,0.020887728459530026,0.6475195822454308,0.020887728459530026,0.6475195822454308,0.020887728459530026,0.8198433420365535,0.020887728459530026,0.8198433420365535,0.020887728459530026,0.8198433420365535
DataSet_03_085,FOXD1,False,True,0.31723237597911225,0.028720626631853787,0.31723237597911225,0.028720626631853787,0.31462140992167104,0.28720626631853785,0.31462140992167104,0.28720626631853785,0.31462140992167104,0.2845953002610966
DataSet_03_087,FOXF2,False,True,0.9242819843342036,0.8642297650130548,0.9242819843342036,0.8642297650130548,0.9242819843342036,0.8642297650130548,0.9242819843342036,0.8642297650130548,0.9242819843342036,0.8642297650130548
DataSet_03_090,FOXM1,True,True,0.009138381201044387,0.0013054830287206266,0.01174934725848564,0.0013054830287206266,0.009138381201044387,0.0039164490861618795,0.01174934725848564,0.0039164490861618795,0.01174934725848564,0.0039164490861618795
DataSet_03_091,FOXM1,True,True,0.04960835509138381,0.0013054830287206266,0.20757180156657964,0.0013054830287206266,0.04569190600522193,0.2245430809399478,0.20365535248041775,0.40600522193211486,0.20365535248041775,0.39947780678851175
DataSet_03_093,FOXM1,True,True,0.020887728459530026,0.022193211488250653,0.21409921671018275,0.030026109660574413,0.018276762402088774,0.26370757180156656,0.20757180156657964,0.3563968668407311,0.21018276762402088,0.34856396866840733
DataSet_03_096,FOXO1,True,True,0.08877284595300261,0.0039164490861618795,0.12140992167101827,0.0039164490861618795,0.08877284595300261,0.005221932114882507,0.12140992167101827,0.005221932114882507,0.1227154046997389,0.005221932114882507
DataSet_03_100,GATA2,True,True,0.05483028720626632,0.010443864229765013,0.08485639686684072,0.01174934725848564,0.05483028720626632,0.06135770234986945,0.08224543080939947,0.0731070496083551,0.08485639686684072,0.0731070496083551
DataSet_03_108,GATA6,True,True,0.2689295039164491,0.32114882506527415,0.3328981723237598,0.36161879895561355,0.26762402088772846,0.6540469973890339,0.33159268929503916,0.6827676240208878,0.3289817232375979,0.6422976501305483
DataSet_03_110,GATA6,True,True,0.006527415143603133,0.0026109660574412533,0.013054830287206266,0.0026109660574412533,0.006527415143603133,0.010443864229765013,0.013054830287206266,0.010443864229765013,0.013054830287206266,0.010443864229765013
DataSet_03_113,GRHL3,False,True,0.195822454308094,0.14490861618798956,0.195822454308094,0.14490861618798956,0.19451697127937337,0.2793733681462141,0.19451697127937337,0.2793733681462141,0.19451697127937337,0.2741514360313316
DataSet_03_114,HDAC3,False,True,0.7741514360313316,0.7049608355091384,0.7741514360313316,0.7049608355091384,0.7741514360313316,0.7676240208877284,0.7741514360313316,0.7676240208877284,0.7741514360313316,0.7676240208877284
DataSet_03_116,HES6,False,True,0.37467362924281983,0.3198433420365535,0.37467362924281983,0.3198433420365535,0.36945169712793735,0.7036553524804178,0.36945169712793735,0.7036553524804178,0.3720626631853786,0.6827676240208878
DataSet_03_117,HES6,False,True,0.22845953002610966,0.05613577023498695,0.22845953002610966,0.05613577023498695,0.2258485639686684,0.34986945169712796,0.2258485639686684,0.34986945169712796,0.2258485639686684,0.3224543080939948
DataSet_03_119,HIF1A,True,True,0.18407310704960836,0.0026109660574412533,0.12663185378590078,0.0026109660574412533,0.17493472584856398,0.9203655352480418,0.11879895561357702,0.9164490861618799,0.11879895561357702,0.9164490861618799
DataSet_03_122,HINFP,True,True,0.27284595300261094,0.4608355091383812,0.7493472584856397,0.7193211488250653,0.27154046997389036,0.6135770234986945,0.7493472584856397,0.8237597911227154,0.7467362924281984,0.825065274151436
DataSet_03_123,HINFP,True,True,0.13185378590078328,0.2754569190600522,0.6684073107049608,0.489556135770235,0.13185378590078328,0.4007832898172324,0.6684073107049608,0.5652741514360313,0.6579634464751958,0.5626631853785901
DataSet_03_124,HMGA1,True,True,0.031331592689295036,0.02610966057441253,0.06527415143603134,0.028720626631853787,0.031331592689295036,0.031331592689295036,0.0639686684073107,0.037859007832898174,0.06657963446475196,0.037859007832898174
DataSet_03_127,HOXB7,False,True,0.4621409921671018,0.1422976501305483,0.4621409921671018,0.1422976501305483,0.4608355091383812,0.5182767624020888,0.4608355091383812,0.5182767624020888,0.4608355091383812,0.5195822454308094
DataSet_03_129,HSF1,True,True,0.0039164490861618795,0.02349869451697128,0.009138381201044387,0.02610966057441253,0.0039164490861618795,0.0926892950391645,0.009138381201044387,0.13054830287206268,0.009138381201044387,0.12924281984334204
DataSet_03_143,JUN,True,True,0.013054830287206266,0.0013054830287206266,0.0195822454308094,0.0013054830287206266,0.009138381201044387,0.007832898172323759,0.013054830287206266,0.007832898172323759,0.013054830287206266,0.007832898172323759
DataSet_03_148,KLF5,True,True,0.0026109660574412533,0.057441253263707574,0.010443864229765013,0.07049608355091384,0.0026109660574412533,0.10182767624020887,0.010443864229765013,0.11488250652741515,0.01174934725848564,0.11618798955613577
DataSet_03_149,KLF5,True,True,0.03524804177545692,0.037859007832898174,0.06135770234986945,0.044386422976501305,0.03524804177545692,0.1031331592689295,0.06135770234986945,0.13446475195822455,0.06135770234986945,0.13315926892950392
DataSet_03_150,KLF5,True,True,0.5574412532637075,0.7193211488250653,0.6475195822454308,0.737597911227154,0.556135770234987,0.783289817232376,0.6475195822454308,0.7976501305483029,0.6449086161879896,0.7976501305483029
DataSet_03_151,KLF5,True,True,0.2206266318537859,0.4177545691906005,0.34073107049608353,0.5117493472584856,0.2193211488250653,0.7193211488250653,0.3381201044386423,0.7637075718015666,0.34203655352480417,0.7702349869451697
DataSet_03_155,MAFB,True,True,0.06788511749347259,0.1618798955613577,0.15926892950391644,0.17754569190600522,0.06788511749347259,0.20234986945169714,0.15796344647519583,0.2245430809399478,0.1618798955613577,0.2245430809399478
DataSet_03_165,MITF,True,True,0.009138381201044387,0.7558746736292428,0.009138381201044387,0.7650130548302873,0.009138381201044387,0.8211488250652742,0.009138381201044387,0.8263707571801566,0.009138381201044387,0.8224543080939948
DataSet_03_168,MITF,True,True,0.05483028720626632,0.1475195822454308,0.06919060052219321,0.15274151436031333,0.05352480417754569,0.206266318537859,0.06919060052219321,0.21148825065274152,0.07571801566579635,0.28067885117493474
DataSet_03_173,MYB,True,True,0.05221932114882506,0.0039164490861618795,0.10182767624020887,0.0039164490861618795,0.04960835509138381,0.044386422976501305,0.08746736292428199,0.05221932114882506,0.08746736292428199,0.05221932114882506
DataSet_03_178,MYC,True,True,0.0013054830287206266,0.7650130548302873,0.0013054830287206266,0.758485639686684,0.0013054830287206266,0.9843342036553525,0.0013054830287206266,0.9843342036553525,0.0013054830287206266,0.9843342036553525
DataSet_03_189,NCOA1,False,True,0.005221932114882507,0.2349869451697128,0.005221932114882507,0.2349869451697128,0.005221932114882507,0.2558746736292428,0.005221932114882507,0.2558746736292428,0.005221932114882507,0.25718015665796345
DataSet_03_190,NCOA2,True,True,0.005221932114882507,0.25718015665796345,0.010443864229765013,0.36161879895561355,0.005221932114882507,0.3093994778067885,0.010443864229765013,0.45300261096605743,0.010443864229765013,0.4608355091383812
DataSet_03_191,NCOA3,True,True,0.660574412532637,0.7114882506527415,0.8798955613577023,0.7441253263707572,0.6592689295039165,0.856396866840731,0.8772845953002611,0.8733681462140992,0.8746736292428199,0.8733681462140992
DataSet_03_192,NCOR1,True,True,0.015665796344647518,0.009138381201044387,0.13185378590078328,0.020887728459530026,0.013054830287206266,0.391644908616188,0.12924281984334204,0.5718015665796344,0.12924281984334204,0.5626631853785901
DataSet_03_202,NR2F2,True,True,0.0013054830287206266,0.0195822454308094,0.006527415143603133,0.02741514360313316,0.0013054830287206266,0.03263707571801567,0.006527415143603133,0.03524804177545692,0.006527415143603133,0.03655352480417755
DataSet_03_205,PARK7,False,True,0.4908616187989556,0.03524804177545692,0.4908616187989556,0.03524804177545692,0.4908616187989556,0.13054830287206268,0.4908616187989556,0.13054830287206268,0.4934725848563969,0.13185378590078328
DataSet_03_207,PBX1,True,True,0.24151436031331594,0.044386422976501305,0.706266318537859,0.0639686684073107,0.24151436031331594,0.26762402088772846,0.7088772845953003,0.4073107049608355,0.7101827676240209,0.41383812010443866
DataSet_03_208,PBX1,True,True,0.3720626631853786,0.020887728459530026,0.6866840731070496,0.02741514360313316,0.36945169712793735,0.16449086161879894,0.6879895561357703,0.2519582245430809,0.6814621409921671,0.24804177545691905
DataSet_03_209,PBX1,True,True,0.5691906005221932,0.11096605744125326,0.8276762402088773,0.13838120104438642,0.5678851174934726,0.2754569190600522,0.8289817232375979,0.3825065274151436,0.8263707571801566,0.3825065274151436
DataSet_03_214,PPARG,False,True,0.02349869451697128,0.0013054830287206266,0.02349869451697128,0.0013054830287206266,0.0195822454308094,0.07180156657963446,0.0195822454308094,0.07180156657963446,0.0195822454308094,0.0731070496083551
DataSet_03_217,PRRX1,False,True,0.7036553524804178,0.5757180156657964,0.7036553524804178,0.5757180156657964,0.7036553524804178,0.5861618798955613,0.7036553524804178,0.5861618798955613,0.7036553524804178,0.5887728459530026
DataSet_03_222,RELA,True,True,0.013054830287206266,0.0013054830287206266,0.016971279373368148,0.0013054830287206266,0.013054830287206266,0.006527415143603133,0.015665796344647518,0.006527415143603133,0.015665796344647518,0.006527415143603133
DataSet_03_223,RELA,True,True,0.006527415143603133,0.0013054830287206266,0.006527415143603133,0.0013054830287206266,0.006527415143603133,0.006527415143603133,0.006527415143603133,0.006527415143603133,0.006527415143603133,0.006527415143603133
DataSet_03_225,RELB,True,True,0.1370757180156658,0.4490861618798956,0.22845953002610966,0.5783289817232375,0.1370757180156658,0.814621409921671,0.22845953002610966,0.856396866840731,0.22845953002610966,0.856396866840731
DataSet_03_228,REST,False,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0039164490861618795,0.0013054830287206266,0.0039164490861618795,0.0013054830287206266,0.0039164490861618795
DataSet_03_229,SATB1,True,True,0.0026109660574412533,0.03655352480417755,0.005221932114882507,0.04960835509138381,0.0026109660574412533,0.0587467362924282,0.005221932114882507,0.10443864229765012,0.005221932114882507,0.10835509138381201
DataSet_03_235,SMARCA4,False,True,0.9503916449086162,0.0039164490861618795,0.9503916449086162,0.0039164490861618795,0.9490861618798956,0.18407310704960836,0.9490861618798956,0.18407310704960836,0.9503916449086162,0.17885117493472585
DataSet_03_236,SMARCC1,True,True,0.007832898172323759,0.04308093994778068,0.7036553524804178,0.11879895561357702,0.007832898172323759,0.16057441253263707,0.6984334203655352,0.5430809399477807,0.6932114882506527,0.5326370757180157
DataSet_03_237,SOX11,False,True,0.20496083550913838,0.27023498694516973,0.20496083550913838,0.27023498694516973,0.20496083550913838,0.27023498694516973,0.20496083550913838,0.27023498694516973,0.20496083550913838,0.27284595300261094
DataSet_03_238,SOX11,False,True,0.1866840731070496,0.3668407310704961,0.1866840731070496,0.3668407310704961,0.1866840731070496,0.3668407310704961,0.1866840731070496,0.3668407310704961,0.1866840731070496,0.3681462140992167
DataSet_03_239,SOX11,False,True,0.0013054830287206266,0.015665796344647518,0.0013054830287206266,0.015665796344647518,0.0013054830287206266,0.015665796344647518,0.0013054830287206266,0.015665796344647518,0.0013054830287206266,0.016971279373368148
DataSet_03_241,SOX2,True,True,0.23368146214099217,0.0013054830287206266,0.4425587467362924,0.0013054830287206266,0.2206266318537859,0.32114882506527415,0.43733681462140994,0.4608355091383812,0.43733681462140994,0.43994778067885115
DataSet_03_242,SOX2,True,True,0.024804177545691905,0.0013054830287206266,0.05613577023498695,0.0013054830287206266,0.0195822454308094,0.5704960835509139,0.04960835509138381,0.6148825065274152,0.050913838120104436,0.6135770234986945
DataSet_03_244,SOX2,True,True,0.006527415143603133,0.0039164490861618795,0.009138381201044387,0.0039164490861618795,0.006527415143603133,0.02349869451697128,0.007832898172323759,0.02610966057441253,0.009138381201044387,0.033942558746736295
